DEBUG (0): 60000000200 	 DATA_RECV 	 contents=[from=0 version=0 interval=1024 len=18]
DEBUG (0): 60000000200 	 DATA_SENT
DEBUG (3): 1360124663779 	 DATA_SENT
DEBUG (2): 1360151671678 	 DATA_SENT
DEBUG (9): 1360334319628 	 DATA_SENT
DEBUG (7): 1360552215460 	 DATA_SENT
DEBUG (4): 1360740203841 	 DATA_SENT
DEBUG (5): 1362476501175 	 DATA_SENT
DEBUG (1): 1365628356487 	 DATA_SENT
DEBUG (0): 1410000000200 	 DATA_RECV 	 contents=[from=0 version=27 interval=1024 len=18]
DEBUG (0): 1410000000200 	 DATA_SENT
DEBUG (6): 1410039825407 	 DATA_SENT
DEBUG (3): 1410040283168 	 DATA_SENT
DEBUG (9): 1410063628979 	 DATA_SENT
DEBUG (8): 1410090484291 	 DATA_SENT
DEBUG (4): 1410116729255 	 DATA_SENT
DEBUG (2): 1410579986123 	 DATA_SENT
DEBUG (7): 1411567077468 	 DATA_SENT
DEBUG (5): 1413334808066 	 DATA_SENT
DEBUG (1): 1414751281566 	 DATA_SENT
DEBUG (0): 1460000000200 	 DATA_RECV 	 contents=[from=0 version=28 interval=1024 len=18]
DEBUG (0): 1460000000200 	 DATA_SENT
DEBUG (3): 1460133667039 	 DATA_SENT
DEBUG (7): 1460182952412 	 DATA_SENT
DEBUG (6): 1460305175226 	 DATA_SENT
DEBUG (9): 1460324706590 	 DATA_SENT
DEBUG (4): 1460582580444 	 DATA_SENT
DEBUG (8): 1460776824721 	 DATA_SENT
DEBUG (5): 1460912933009 	 DATA_SENT
DEBUG (2): 1463319854312 	 DATA_SENT
DEBUG (1): 1464594573520 	 DATA_SENT
DEBUG (0): 1510000000200 	 DATA_RECV 	 contents=[from=0 version=29 interval=1024 len=18]
DEBUG (0): 1510000000200 	 DATA_SENT
DEBUG (9): 1510044097843 	 DATA_SENT
DEBUG (3): 1510095672249 	 DATA_SENT
DEBUG (6): 1510116881842 	 DATA_SENT
DEBUG (8): 1510193481314 	 DATA_SENT
DEBUG (5): 1510290221586 	 DATA_SENT
DEBUG (4): 1510425719982 	 DATA_SENT
DEBUG (2): 1512679443310 	 DATA_SENT
DEBUG (7): 1514037933066 	 DATA_SENT
DEBUG (1): 1514816283856 	 DATA_SENT
DEBUG (0): 1560000000200 	 DATA_RECV 	 contents=[from=0 version=30 interval=1024 len=18]
DEBUG (0): 1560000000200 	 DATA_SENT
DEBUG (6): 1560030212426 	 DATA_SENT
DEBUG (7): 1560157165323 	 DATA_SENT
DEBUG (3): 1560204925168 	 DATA_SENT
DEBUG (9): 1560252532768 	 DATA_SENT
DEBUG (8): 1560305022810 	 DATA_SENT
DEBUG (4): 1560360412461 	 DATA_SENT
DEBUG (2): 1560458221412 	 DATA_SENT
DEBUG (5): 1563487090918 	 DATA_SENT
DEBUG (1): 1564793090347 	 DATA_SENT
DEBUG (0): 1610000000200 	 DATA_RECV 	 contents=[from=0 version=31 interval=1024 len=18]
DEBUG (0): 1610000000200 	 DATA_SENT
DEBUG (5): 1610111541297 	 DATA_SENT
DEBUG (2): 1610147246655 	 DATA_SENT
DEBUG (9): 1610180816536 	 DATA_SENT
DEBUG (6): 1610212554746 	 DATA_SENT
DEBUG (3): 1610267486123 	 DATA_SENT
DEBUG (8): 1610310210939 	 DATA_SENT
DEBUG (7): 1610402221584 	 DATA_SENT
DEBUG (4): 1614649047649 	 DATA_SENT
DEBUG (1): 1614877471414 	 DATA_SENT
DEBUG (0): 1660000000200 	 DATA_RECV 	 contents=[from=0 version=32 interval=1024 len=18]
DEBUG (0): 1660000000200 	 DATA_SENT
DEBUG (3): 1660032806405 	 DATA_SENT
DEBUG (8): 1660083465289 	 DATA_SENT
DEBUG (6): 1660102996425 	 DATA_SENT
DEBUG (9): 1660129088802 	 DATA_SENT
DEBUG (5): 1660151061330 	 DATA_SENT
DEBUG (4): 1660450286660 	 DATA_SENT
DEBUG (2): 1660483398153 	 DATA_SENT
DEBUG (7): 1663352813218 	 DATA_SENT
DEBUG (1): 1665316009131 	 DATA_SENT
DEBUG (0): 1710000000200 	 DATA_RECV 	 contents=[from=0 version=33 interval=1024 len=18]
DEBUG (0): 1710000000200 	 DATA_SENT
DEBUG (5): 1710049590975 	 DATA_SENT
DEBUG (1): 1710128783628 	 DATA_SENT
DEBUG (8): 1710302276187 	 DATA_SENT
DEBUG (6): 1710340728624 	 DATA_SENT
DEBUG (7): 1710392303315 	 DATA_SENT
DEBUG (4): 1710868682608 	 DATA_SENT
DEBUG (9): 1710952605800 	 DATA_SENT
DEBUG (2): 1713050994422 	 DATA_SENT
DEBUG (3): 1715243072089 	 DATA_SENT
DEBUG (0): 1760000000200 	 DATA_RECV 	 contents=[from=0 version=34 interval=1024 len=18]
DEBUG (0): 1760000000200 	 DATA_SENT
DEBUG (1): 1760077361809 	 DATA_SENT
DEBUG (9): 1760105132643 	 DATA_SENT
DEBUG (8): 1760218658454 	 DATA_SENT
DEBUG (4): 1760263824149 	 DATA_SENT
DEBUG (7): 1760357360379 	 DATA_SENT
DEBUG (2): 1760508880125 	 DATA_SENT
DEBUG (6): 1761351623484 	 DATA_SENT
DEBUG (5): 1762610015655 	 DATA_SENT
DEBUG (3): 1764766387451 	 DATA_SENT
DEBUG (0): 1810000000200 	 DATA_RECV 	 contents=[from=0 version=35 interval=1024 len=18]
DEBUG (0): 1810000000200 	 DATA_SENT
DEBUG (1): 1810102233490 	 DATA_SENT
DEBUG (9): 1810221557436 	 DATA_SENT
DEBUG (8): 1810252380010 	 DATA_SENT
DEBUG (6): 1810272063790 	 DATA_SENT
DEBUG (2): 1810428771494 	 DATA_SENT
DEBUG (5): 1810492095783 	 DATA_SENT
DEBUG (7): 1810867767371 	 DATA_SENT
DEBUG (4): 1812892913777 	 DATA_SENT
DEBUG (3): 1815010680663 	 DATA_SENT
DEBUG (0): 1860000000200 	 DATA_RECV 	 contents=[from=0 version=36 interval=1024 len=18]
DEBUG (0): 1860000000200 	 DATA_SENT
DEBUG (2): 1860028686556 	 DATA_SENT
DEBUG (9): 1860083923050 	 DATA_SENT
DEBUG (6): 1860109710253 	 DATA_SENT
DEBUG (7): 1860133513825 	 DATA_SENT
DEBUG (1): 1860403289408 	 DATA_SENT
DEBUG (8): 1860788573749 	 DATA_SENT
DEBUG (5): 1860873260332 	 DATA_SENT
DEBUG (4): 1863954620165 	 DATA_SENT
DEBUG (3): 1865176086225 	 DATA_SENT
DEBUG (0): 1910000000200 	 DATA_RECV 	 contents=[from=0 version=37 interval=1024 len=18]
DEBUG (0): 1910000000200 	 DATA_SENT
DEBUG (6): 1910024719294 	 DATA_SENT
DEBUG (1): 1910176086396 	 DATA_SENT
DEBUG (8): 1910187835538 	 DATA_SENT
DEBUG (5): 1910244140483 	 DATA_SENT
DEBUG (7): 1910334472158 	 DATA_SENT
DEBUG (2): 1910589141856 	 DATA_SENT
DEBUG (9): 1910723876462 	 DATA_SENT
DEBUG (3): 1914961394777 	 DATA_SENT
DEBUG (4): 1915281066651 	 DATA_SENT
DEBUG (0): 1960000000200 	 DATA_RECV 	 contents=[from=0 version=38 interval=1024 len=18]
DEBUG (0): 1960000000200 	 DATA_SENT
DEBUG (4): 1960031280535 	 DATA_SENT
DEBUG (1): 1960212859977 	 DATA_SENT
DEBUG (5): 1960392455389 	 DATA_SENT
DEBUG (2): 1960415191650 	 DATA_SENT
DEBUG (7): 1960820159315 	 DATA_SENT
DEBUG (9): 1960967559440 	 DATA_SENT
DEBUG (8): 1961025237497 	 DATA_SENT
DEBUG (6): 1963346557493 	 DATA_SENT
DEBUG (3): 1965005492705 	 DATA_SENT
