# generation	 generation_size	 entropy	 age_avg	 size_avg	 fitness_avg	 fitness_max	 fitness_min	 sigma	 tau	 evaluations
103	 3	 8.25329	 8.575	 96	 13226.5	 13464.8	 13184.9	 0.349747	 2	 664
104	 6	 8.25771	 8.7	 96	 13226.6	 13464.8	 13185.4	 0.314772	 2	 670
105	 5	 8.25726	 9.1	 96	 13227.1	 13464.8	 13186.9	 0.314772	 2	 675
106	 5	 8.26914	 8.925	 96	 13230.5	 13464.8	 13190.4	 0.283295	 2	 680
107	 5	 8.26914	 9.675	 96	 13230.5	 13464.8	 13190.4	 0.254965	 2	 685
108	 5	 8.26914	 10.425	 96	 13230.5	 13464.8	 13190.4	 0.229469	 2	 690
109	 6	 8.26786	 11.05	 96	 13231.3	 13464.8	 13190.9	 0.229469	 2	 696
110	 5	 8.26799	 10.875	 96	 13234.2	 13464.8	 13191.8	 0.229469	 2	 701
111	 4	 8.28681	 10.35	 96	 13236.4	 13464.8	 13193.1	 0.229469	 2	 705
112	 7	 8.30392	 9.95	 96	 13240.2	 13464.8	 13195.6	 0.229469	 2	 712
113	 5	 8.34766	 7.875	 96	 13254	 13464.8	 13201.2	 0.229469	 2	 717
114	 5	 8.34766	 8.625	 96	 13254	 13464.8	 13201.2	 0.206522	 2	 722
115	 4	 8.35486	 8.65	 96	 13254.9	 13464.8	 13201.3	 0.18587	 2	 726
116	 4	 8.3627	 8.475	 96	 13260.2	 13464.8	 13203.4	 0.167283	 2	 730
117	 5	 8.35447	 7.7	 96	 13265.6	 13464.8	 13206.2	 0.167283	 2	 735
118	 5	 8.34368	 7.275	 96	 13266.2	 13464.8	 13206.6	 0.167283	 2	 740
119	 4	 8.31567	 6.175	 96	 13275.4	 13521.9	 13210.4	 0.250555	 2	 744
120	 5	 8.32201	 5.875	 96	 13281.3	 13521.9	 13211.9	 0.250555	 2	 749
121	 5	 8.28863	 6.4	 96	 13284.5	 13521.9	 13215	 0.250555	 2	 754
122	 6	 8.2715	 6.575	 96	 13285.1	 13521.9	 13218.6	 0.225499	 2	 760
123	 6	 8.26567	 6.7	 96	 13291.2	 13521.9	 13223.8	 0.202949	 2	 766
124	 5	 8.23547	 6.975	 96	 13297.1	 13521.9	 13230.2	 0.182654	 2	 771
125	 6	 8.20739	 6.3	 96	 13300.8	 13521.9	 13235.1	 0.182654	 2	 777
126	 5	 8.15435	 6.375	 96	 13312.8	 13521.9	 13237.4	 0.182654	 2	 782
127	 8	 8.15435	 7.125	 96	 13312.8	 13521.9	 13237.4	 0.164389	 2	 790
128	 6	 8.11759	 7.025	 96	 13322.7	 13521.9	 13239	 0.14795	 2	 796
129	 4	 8.09391	 7.1	 96	 13333.4	 13572.4	 13239.5	 0.233155	 2	 800
130	 5	 8.06216	 7.025	 96	 13339	 13572.4	 13240.7	 0.233155	 2	 805
131	 6	 7.97124	 6.175	 96	 13348.5	 13572.4	 13251.2	 0.233155	 2	 811
132	 5	 7.92331	 5.675	 96	 13358.1	 13572.4	 13268	 0.233155	 2	 816
133	 5	 7.77149	 4.775	 96	 13366.8	 13572.4	 13286.9	 0.233155	 2	 821
134	 4	 7.77716	 4.7	 96	 13369.6	 13572.4	 13299.1	 0.233155	 2	 825
135	 5	 7.78938	 4.575	 96	 13373.1	 13572.4	 13307.4	 0.233155	 2	 830
136	 5	 7.79379	 5.125	 96	 13379.9	 13572.4	 13310.1	 0.233155	 2	 835
137	 3	 7.79107	 5.575	 96	 13382	 13572.4	 13314.2	 0.233155	 2	 838
138	 6	 7.78616	 5.775	 96	 13385.9	 13572.4	 13317.1	 0.233155	 2	 844
139	 6	 7.79895	 5.925	 96	 13389.3	 13572.4	 13323.1	 0.233155	 2	 850
140	 5	 7.80738	 5.825	 96	 13397.3	 13572.4	 13324.5	 0.233155	 2	 855
141	 5	 7.80332	 6	 96	 13410	 13603.2	 13330.6	 0.309839	 2	 860
142	 4	 7.81263	 5.925	 96	 13414	 13603.2	 13338.7	 0.309839	 2	 864
143	 5	 7.81008	 5.775	 96	 13422	 13603.2	 13351.2	 0.309839	 2	 869
144	 5	 7.80895	 5.775	 96	 13426.3	 13603.2	 13354.1	 0.309839	 2	 874
145	 5	 7.80751	 5.725	 96	 13432.5	 13603.2	 13361.6	 0.309839	 2	 879
146	 6	 7.80541	 5.3	 96	 13435.6	 13603.2	 13363.3	 0.278856	 2	 885
147	 6	 7.78728	 5.275	 96	 13445.7	 13603.2	 13372.7	 0.278856	 2	 891
148	 5	 7.78653	 5.8	 96	 13449.1	 13603.2	 13377.9	 0.278856	 2	 896
149	 6	 7.77095	 6.325	 96	 13455.5	 13631.6	 13380.5	 0.35097	 2	 902
150	 6	 7.76913	 5.85	 96	 13465	 13631.6	 13386.1	 0.35097	 2	 908
151	 6	 7.77222	 5.55	 96	 13474.4	 13631.6	 13394.5	 0.35097	 2	 914
152	 5	 7.77222	 6.3	 96	 13474.4	 13631.6	 13394.5	 0.315873	 2	 919
153	 6	 7.75999	 6.375	 96	 13478.4	 13631.6	 13397.9	 0.284286	 2	 925
154	 5	 7.77572	 6.375	 96	 13481.7	 13631.6	 13401.4	 0.284286	 2	 930
155	 8	 7.77326	 6.175	 96	 13483.2	 13631.6	 13404.2	 0.284286	 2	 938
156	 5	 7.75906	 6.55	 96	 13489.7	 13631.6	 13416.1	 0.284286	 2	 943
157	 6	 7.75906	 7.3	 96	 13489.7	 13631.6	 13416.1	 0.255857	 2	 949
158	 6	 7.75922	 7.375	 96	 13494.8	 13631.6	 13420.3	 0.255857	 2	 955
159	 8	 7.76121	 8	 96	 13496.3	 13631.6	 13422.3	 0.255857	 2	 963
160	 6	 7.74507	 7.6	 96	 13503.9	 13631.6	 13431.9	 0.230271	 2	 969
161	 6	 7.7053	 7.3	 96	 13509.4	 13631.6	 13441.6	 0.230271	 2	 975
162	 5	 7.69935	 6.575	 96	 13516.4	 13631.6	 13446.1	 0.230271	 2	 980
163	 4	 7.71738	 6.3	 96	 13519.3	 13631.6	 13449.8	 0.230271	 2	 984
164	 8	 7.73283	 5.825	 96	 13523.1	 13631.6	 13464.8	 0.230271	 2	 992
165	 6	 7.73965	 5.9	 96	 13526.5	 13631.6	 13471.8	 0.230271	 2	 998
166	 6	 7.72942	 6.5	 96	 13531.9	 13646.6	 13474.2	 0.307244	 2	 1004
167	 6	 7.71531	 6.75	 96	 13536	 13646.6	 13475	 0.307244	 2	 1010
168	 6	 7.71761	 7	 96	 13536.5	 13646.6	 13476.2	 0.27652	 2	 1016
169	 6	 7.71761	 7.75	 96	 13536.5	 13646.6	 13476.2	 0.248868	 2	 1022
170	 5	 7.73796	 8.05	 96	 13539.1	 13646.6	 13479.1	 0.248868	 2	 1027
171	 5	 7.7236	 8.275	 96	 13544.7	 13647.8	 13485.3	 0.323981	 2	 1032
172	 6	 7.70563	 8.1	 96	 13546	 13647.8	 13485.9	 0.323981	 2	 1038
173	 3	 7.69281	 8.6	 96	 13547	 13647.8	 13486.4	 0.291583	 2	 1041
174	 6	 7.69281	 9.35	 96	 13547	 13647.8	 13486.4	 0.262425	 2	 1047
175	 8	 7.66883	 9.7	 96	 13550.2	 13647.8	 13490.3	 0.262425	 2	 1055
176	 5	 7.65983	 9.425	 96	 13554.2	 13647.8	 13496.2	 0.236182	 2	 1060
177	 7	 7.6461	 9.225	 96	 13562	 13691.5	 13510.4	 0.312564	 2	 1067
178	 4	 7.61922	 9.375	 96	 13562.7	 13691.5	 13510.6	 0.281308	 2	 1071
179	 8	 7.61392	 9.35	 96	 13567.9	 13691.5	 13512.4	 0.281308	 2	 1079
180	 7	 7.61267	 9.75	 96	 13569.6	 13691.5	 13513.2	 0.281308	 2	 1086
181	 6	 7.58613	 9.575	 96	 13570.1	 13691.5	 13521.5	 0.253177	 2	 1092
182	 5	 7.58606	 10.25	 96	 13572.3	 13691.5	 13521.9	 0.253177	 2	 1097
183	 7	 7.58606	 11	 96	 13572.3	 13691.5	 13521.9	 0.227859	 2	 1104
184	 5	 7.58211	 10.925	 96	 13572.4	 13691.5	 13522.4	 0.205073	 2	 1109
185	 5	 7.58504	 11.125	 96	 13572.6	 13691.5	 13525.8	 0.184566	 2	 1114
186	 8	 7.56897	 11.625	 96	 13576.3	 13691.5	 13526.9	 0.184566	 2	 1122
187	 6	 7.56469	 12.05	 96	 13578.2	 13691.5	 13527.8	 0.184566	 2	 1128
188	 6	 7.56561	 11.5	 96	 13581.3	 13691.5	 13529.6	 0.184566	 2	 1134
189	 8	 7.56367	 10.375	 96	 13586.1	 13691.5	 13537.7	 0.184566	 2	 1142
190	 6	 7.56099	 10.35	 96	 13588.5	 13691.5	 13542.2	 0.184566	 2	 1148
191	 6	 7.56062	 11.075	 96	 13590.2	 13691.5	 13542.2	 0.166109	 2	 1154
192	 6	 7.56513	 10.1	 96	 13592.6	 13691.5	 13544.5	 0.166109	 2	 1160
193	 6	 7.55991	 10.75	 96	 13593.6	 13691.5	 13551.8	 0.166109	 2	 1166
194	 3	 7.5582	 11.45	 96	 13595.5	 13691.5	 13553.4	 0.166109	 2	 1169
195	 6	 7.55429	 10.575	 96	 13601.4	 13778.6	 13555.1	 0.249498	 2	 1175
196	 6	 7.56271	 9.7	 96	 13602.1	 13778.6	 13557.4	 0.224549	 2	 1181
197	 3	 7.56271	 10.45	 96	 13602.1	 13778.6	 13557.4	 0.202094	 2	 1184
198	 8	 7.56538	 10.4	 96	 13604.8	 13778.6	 13557.9	 0.202094	 2	 1192
199	 8	 7.56411	 10.35	 96	 13605.2	 13778.6	 13560.8	 0.181884	 2	 1200
200	 3	 7.55776	 10.25	 96	 13607.8	 13778.6	 13565.6	 0.181884	 2	 1203
201	 6	 7.56056	 10.1	 96	 13609	 13778.6	 13569.2	 0.181884	 2	 1209
202	 5	 7.55813	 10.2	 96	 13609.4	 13778.6	 13570.4	 0.163696	 2	 1214
203	 8	 7.55813	 10.95	 96	 13609.4	 13778.6	 13570.4	 0.147326	 2	 1222
204	 8	 7.55841	 10.275	 96	 13612.2	 13778.6	 13574.1	 0.147326	 2	 1230
205	 9	 7.55353	 10.225	 96	 13614.2	 13778.6	 13577	 0.147326	 2	 1239
206	 5	 7.54952	 10.725	 96	 13618.1	 13778.6	 13577.1	 0.147326	 2	 1244
207	 8	 7.53844	 9.975	 96	 13621.5	 13778.6	 13582.2	 0.132594	 2	 1252
208	 1	 7.54653	 10.325	 96	 13621.7	 13778.6	 13582.6	 0.132594	 2	 1253
209	 7	 7.54249	 10.55	 96	 13622.2	 13778.6	 13584.1	 0.119334	 2	 1260
210	 7	 7.54781	 9.7	 96	 13625.6	 13778.6	 13587.8	 0.119334	 2	 1267
211	 6	 7.54739	 10.425	 96	 13627.1	 13778.6	 13588.9	 0.119334	 2	 1273
212	 8	 7.54739	 11.175	 96	 13627.1	 13778.6	 13588.9	 0.107401	 2	 1281
213	 4	 7.54358	 11.075	 96	 13627.7	 13778.6	 13589.3	 0.0966608	 2	 1285
214	 5	 7.54278	 11.275	 96	 13632.2	 13778.6	 13591.8	 0.0966608	 2	 1290
215	 7	 7.53096	 11.85	 96	 13633.4	 13778.6	 13592.5	 0.0966608	 2	 1297
216	 4	 7.53181	 11.75	 96	 13634.6	 13778.6	 13593.8	 0.0869947	 2	 1301
217	 7	 7.53181	 12.5	 96	 13634.6	 13778.6	 13593.8	 0.0782952	 2	 1308
218	 9	 7.53181	 13.25	 96	 13634.6	 13778.6	 13593.8	 0.0704657	 2	 1317
219	 5	 7.53251	 13.175	 96	 13636.7	 13778.6	 13594.4	 0.0704657	 2	 1322
220	 5	 7.52865	 13.45	 96	 13639.4	 13778.6	 13595.3	 0.0634191	 2	 1327
221	 6	 7.53065	 13.325	 96	 13641	 13778.6	 13596.6	 0.0570772	 2	 1333
222	 8	 7.52582	 13.225	 96	 13644.3	 13778.6	 13599.9	 0.0570772	 2	 1341
223	 7	 7.52462	 13.5	 96	 13647.3	 13778.6	 13600.1	 0.0513695	 2	 1348
224	 3	 7.51971	 13.325	 96	 13648.4	 13778.6	 13602.7	 0.0462326	 2	 1351
225	 6	 7.51971	 14.075	 96	 13648.4	 13778.6	 13602.7	 0.0416093	 2	 1357
226	 9	 7.51964	 14.4	 96	 13648.4	 13778.6	 13602.8	 0.0374484	 2	 1366
227	 7	 7.51964	 15.15	 96	 13648.4	 13778.6	 13602.8	 0.0337035	 2	 1373
228	 7	 7.51067	 14.925	 96	 13648.9	 13778.6	 13603.2	 0.0337035	 2	 1380
229	 9	 7.51333	 14.6	 96	 13652.5	 13778.6	 13605.6	 0.0337035	 2	 1389
230	 4	 7.51952	 14.35	 96	 13652.7	 13778.6	 13607.4	 0.0303332	 2	 1393
231	 6	 7.51739	 14.1	 96	 13653	 13778.6	 13607.6	 0.0272999	 2	 1399
232	 9	 7.52115	 14.3	 96	 13653.1	 13778.6	 13610.9	 0.0245699	 2	 1408
233	 7	 7.52158	 11.6	 96	 13655.2	 13778.6	 13612.2	 0.0245699	 2	 1415
234	 7	 7.52294	 12.3	 96	 13656	 13778.6	 13612.6	 0.0245699	 2	 1422
235	 4	 7.52294	 13.05	 96	 13656	 13778.6	 13612.6	 0.0221129	 2	 1426
236	 5	 7.52494	 13.725	 96	 13657.2	 13778.6	 13613.1	 0.0221129	 2	 1431
237	 5	 7.52032	 14.3	 96	 13657.5	 13778.6	 13613.4	 0.0199016	 2	 1436
238	 5	 7.52032	 15.05	 96	 13657.5	 13778.6	 13613.4	 0.0179114	 2	 1441
239	 6	 7.52032	 15.8	 96	 13657.5	 13778.6	 13613.4	 0.0161203	 2	 1447
240	 3	 7.51924	 15.05	 96	 13657.9	 13778.6	 13613.9	 0.0145083	 2	 1450
241	 8	 7.51904	 14.9	 96	 13658.1	 13778.6	 13614.2	 0.0145083	 2	 1458
242	 8	 7.52481	 14.325	 96	 13660	 13778.6	 13619.2	 0.0145083	 2	 1466
243	 4	 7.52481	 15.075	 96	 13660	 13778.6	 13619.2	 0.0130574	 2	 1470
244	 5	 7.52584	 15.5	 96	 13660.3	 13778.6	 13621.7	 0.0117517	 2	 1475
245	 8	 7.52055	 14.65	 96	 13662.4	 13778.6	 13623.3	 0.0117517	 2	 1483
246	 8	 7.52626	 15.275	 96	 13662.7	 13778.6	 13624.8	 0.0105765	 2	 1491
247	 8	 7.52664	 15.775	 96	 13664.1	 13778.6	 13625.9	 0.0105765	 2	 1499
248	 7	 7.52538	 16.325	 96	 13666.6	 13778.6	 13626.3	 0.0105765	 2	 1506
249	 5	 7.52538	 17.075	 96	 13666.6	 13778.6	 13626.3	 0.00951887	 2	 1511
250	 8	 7.50419	 16.625	 96	 13667.4	 13778.6	 13629.5	 0.00951887	 2	 1519
251	 8	 7.50833	 16.2	 96	 13667.4	 13778.6	 13629.6	 0.00856699	 2	 1527
252	 5	 7.50833	 16.95	 96	 13667.4	 13778.6	 13629.6	 0.00771029	 2	 1532
253	 6	 7.50833	 17.7	 96	 13667.4	 13778.6	 13629.6	 0.00693926	 2	 1538
254	 5	 7.50481	 17.25	 96	 13668.8	 13778.6	 13630	 0.00693926	 2	 1543
255	 7	 7.50481	 18	 96	 13668.8	 13778.6	 13630	 0.00624533	 2	 1550
256	 8	 7.50485	 18.625	 96	 13672.3	 13778.6	 13631.3	 0.00624533	 2	 1558
257	 5	 7.50485	 19.375	 96	 13672.3	 13778.6	 13631.3	 0.0056208	 2	 1563
258	 3	 7.50485	 20.125	 96	 13672.3	 13778.6	 13631.3	 0.00505872	 2	 1566
259	 7	 7.50492	 20.65	 96	 13672.5	 13778.6	 13631.6	 0.00455285	 2	 1573
260	 4	 7.50492	 21.4	 96	 13672.5	 13778.6	 13631.6	 0.00409756	 2	 1577
261	 4	 7.49612	 20.8	 96	 13673.5	 13778.6	 13632.2	 0.00368781	 2	 1581
262	 8	 7.49063	 20.375	 96	 13675	 13778.6	 13635	 0.00368781	 2	 1589
263	 3	 7.49063	 21.125	 96	 13675	 13778.6	 13635	 0.00331903	 2	 1592
264	 6	 7.49063	 21.875	 96	 13675	 13778.6	 13635	 0.00298712	 2	 1598
265	 5	 7.49063	 22.625	 96	 13675	 13778.6	 13635	 0.00268841	 2	 1603
266	 1	 7.49063	 23.375	 96	 13675	 13778.6	 13635	 0.00241957	 2	 1604
267	 8	 7.48568	 23.6	 96	 13675.6	 13778.6	 13636.5	 0.00217761	 2	 1612
268	 8	 7.47993	 23.775	 96	 13676.8	 13778.6	 13636.8	 0.00217761	 2	 1620
269	 7	 7.47993	 24.525	 96	 13676.8	 13778.6	 13636.8	 0.00195985	 2	 1627
270	 7	 7.46994	 23.775	 96	 13677.1	 13778.6	 13636.9	 0.00176387	 2	 1634
271	 7	 7.46994	 24.525	 96	 13677.1	 13778.6	 13636.9	 0.00158748	 2	 1641
272	 6	 7.46994	 25.275	 96	 13677.1	 13778.6	 13636.9	 0.00142873	 2	 1647
273	 8	 7.46994	 26.025	 96	 13677.1	 13778.6	 13636.9	 0.00128586	 2	 1655
274	 5	 7.46994	 26.775	 96	 13677.1	 13778.6	 13636.9	 0.00115727	 2	 1660
275	 6	 7.47707	 27.125	 96	 13677.4	 13778.6	 13638.7	 0.00115727	 2	 1666
276	 8	 7.47728	 26.35	 96	 13679.5	 13778.6	 13639.8	 0.00115727	 2	 1674
277	 6	 7.48122	 25.575	 96	 13679.7	 13778.6	 13641.5	 0.00104155	 2	 1680
278	 6	 7.48122	 26.325	 96	 13679.7	 13778.6	 13641.5	 0.000937391	 2	 1686
279	 5	 7.48122	 27.075	 96	 13679.7	 13778.6	 13641.5	 0.000843652	 2	 1691
280	 6	 7.48677	 26.875	 96	 13680.1	 13778.6	 13643.5	 0.000843652	 2	 1697
281	 4	 7.48677	 27.625	 96	 13680.1	 13778.6	 13643.5	 0.000759287	 2	 1701
282	 4	 7.4886	 25.725	 96	 13682.5	 13778.6	 13645.6	 0.000759287	 2	 1705
