# generation	 generation_size	 entropy	 age_avg	 size_avg	 fitness_avg	 fitness_max	 fitness_min	 sigma	 tau	 evaluations
58	 6	 7.4198	 4.825	 96	 13476.4	 15346.2	 12942.6	 0.394568	 2	 428
59	 6	 7.38244	 4.05	 96	 13567.1	 15346.2	 12972.9	 0.394568	 2	 434
60	 4	 7.37557	 4.375	 96	 13716.6	 15346.2	 12995.6	 0.394568	 2	 438
61	 8	 7.33407	 4.3	 96	 13724.8	 15346.2	 13012.9	 0.355112	 2	 446
62	 6	 7.32251	 4.025	 96	 13805.5	 15346.2	 13047.9	 0.355112	 2	 452
63	 5	 7.31762	 4.175	 96	 13844.6	 15346.2	 13054.4	 0.355112	 2	 457
64	 6	 7.32615	 4.775	 96	 13936.6	 15346.2	 13057.2	 0.355112	 2	 463
65	 6	 7.31127	 4.8	 96	 14056.7	 15346.2	 13100.2	 0.355112	 2	 469
66	 5	 7.29113	 4.8	 96	 14150.9	 15346.2	 13146	 0.355112	 2	 474
67	 4	 7.25524	 5.025	 96	 14191.1	 15346.2	 13187	 0.355112	 2	 478
68	 3	 7.19236	 4.975	 96	 14267.4	 15346.2	 13228.2	 0.3196	 2	 481
69	 3	 7.19162	 5.075	 96	 14277.7	 15346.2	 13246	 0.28764	 2	 484
70	 3	 7.09343	 5.125	 96	 14344.7	 15346.2	 13277.3	 0.258876	 2	 487
71	 5	 7.00263	 5.15	 96	 14443.2	 15346.2	 13344	 0.258876	 2	 492
72	 5	 6.98278	 5.85	 96	 14474.1	 15346.2	 13352.8	 0.258876	 2	 497
73	 6	 6.94593	 6.1	 96	 14576	 16296.2	 13460.7	 0.332989	 2	 503
74	 3	 6.91638	 6.5	 96	 14607.8	 16296.2	 13530.7	 0.332989	 2	 506
75	 7	 6.82054	 6.35	 96	 14703.8	 16296.2	 13541.8	 0.332989	 2	 513
76	 4	 6.72709	 6.375	 96	 14770.2	 16296.2	 14526	 0.332989	 2	 517
77	 5	 6.72664	 6.25	 96	 14773	 16296.2	 14540.9	 0.332989	 2	 522
78	 4	 6.73451	 6.275	 96	 14809.4	 16296.2	 14549.8	 0.29969	 2	 526
79	 10	 6.7308	 6.175	 96	 14868.9	 16296.2	 14562.1	 0.29969	 2	 536
80	 5	 6.72589	 6.675	 96	 14887.4	 16296.2	 14563.2	 0.29969	 2	 541
81	 5	 6.74014	 6.65	 96	 14920.3	 16296.2	 14567.8	 0.269721	 2	 546
82	 4	 6.74365	 6.75	 96	 14939.3	 16296.2	 14574.4	 0.269721	 2	 550
83	 3	 6.74933	 6.625	 96	 14971.8	 16296.2	 14579.4	 0.269721	 2	 553
84	 6	 6.76014	 5.625	 96	 14974.1	 16296.2	 14581.3	 0.269721	 2	 559
85	 5	 6.76106	 5.675	 96	 14994.6	 16296.2	 14588.4	 0.269721	 2	 564
86	 5	 6.75939	 5.875	 96	 15009.9	 16296.2	 14589.1	 0.242749	 2	 569
87	 3	 6.75939	 6.625	 96	 15009.9	 16296.2	 14589.1	 0.218474	 2	 572
88	 6	 6.76328	 6.025	 96	 15060.7	 16296.2	 14591.5	 0.218474	 2	 578
89	 6	 6.76799	 5.75	 96	 15094.4	 16296.2	 14595.6	 0.218474	 2	 584
90	 5	 6.7707	 5.95	 96	 15112.3	 16296.2	 14605.4	 0.196626	 2	 589
91	 6	 6.78009	 5.925	 96	 15203	 16359.4	 14611.3	 0.276964	 2	 595
92	 2	 6.78514	 5.775	 96	 15252.3	 16359.4	 14615.2	 0.249267	 2	 597
93	 5	 6.78409	 5.425	 96	 15341.5	 16372.1	 14637.1	 0.324341	 2	 602
94	 4	 6.78454	 5.75	 96	 15411.7	 16372.1	 14639.9	 0.324341	 2	 606
95	 5	 6.7825	 5.85	 96	 15431	 16372.1	 15193.8	 0.291907	 2	 611
96	 5	 6.78811	 6.125	 96	 15449.1	 16372.1	 15199.1	 0.262716	 2	 616
97	 6	 6.79846	 5.75	 96	 15503.5	 16372.1	 15222.9	 0.262716	 2	 622
98	 6	 6.79683	 4.825	 96	 15552.2	 16372.1	 15238.1	 0.262716	 2	 628
99	 4	 6.80565	 4.85	 96	 15583.7	 16419.3	 15243.3	 0.336444	 2	 632
100	 6	 6.80446	 5	 96	 15587.4	 16419.3	 15247.8	 0.336444	 2	 638
101	 8	 6.81855	 4.575	 96	 15652.1	 16500.4	 15251.3	 0.4028	 2	 646
102	 7	 6.82356	 4.4	 96	 15709.7	 17487	 15257.3	 0.46252	 2	 653
103	 3	 6.83741	 4.675	 96	 15752.6	 17487	 15261.1	 0.46252	 2	 656
104	 3	 6.84174	 5.05	 96	 15752.8	 17487	 15264.4	 0.416268	 2	 659
105	 5	 6.86339	 4.875	 96	 15834.9	 17487	 15274.4	 0.416268	 2	 664
106	 5	 6.86628	 4.6	 96	 15875	 17487	 15301.2	 0.416268	 2	 669
107	 7	 6.89173	 4.15	 96	 15957	 17487	 15307.6	 0.416268	 2	 676
108	 5	 6.91498	 4.375	 96	 16020.9	 17487	 15311.9	 0.416268	 2	 681
109	 6	 6.94651	 4.025	 96	 16140.1	 17497.6	 15575.5	 0.474641	 2	 687
110	 5	 6.95289	 4.525	 96	 16168.6	 17497.6	 15643.6	 0.474641	 2	 692
111	 5	 6.96065	 4.35	 96	 16217.8	 17497.6	 15860.4	 0.474641	 2	 697
112	 4	 6.96406	 4.6	 96	 16257.8	 17497.6	 15880.5	 0.474641	 2	 701
113	 7	 6.95311	 4.275	 96	 16314.5	 17497.6	 15933.2	 0.474641	 2	 708
114	 7	 6.92573	 3.65	 96	 16377.6	 17497.6	 15954.9	 0.474641	 2	 715
115	 4	 6.90794	 4.05	 96	 16406.5	 17497.6	 15986.4	 0.474641	 2	 719
116	 7	 6.91363	 3.6	 96	 16476.8	 17497.6	 16185.4	 0.474641	 2	 726
117	 3	 6.91278	 3.65	 96	 16515.8	 17517.1	 16234.6	 0.527177	 2	 729
118	 4	 6.87911	 3.775	 96	 16524.8	 17517.1	 16296.2	 0.474459	 2	 733
119	 9	 6.8834	 3.7	 96	 16581.4	 17517.1	 16340.8	 0.474459	 2	 742
120	 7	 6.91593	 3.7	 96	 16620.6	 17526.9	 16359.4	 0.527013	 2	 749
121	 8	 6.95438	 3.425	 96	 16669	 17526.9	 16371.2	 0.527013	 2	 757
122	 5	 6.98208	 3.425	 96	 16688.1	 17526.9	 16376.4	 0.527013	 2	 762
123	 5	 7.00899	 3.675	 96	 16720.4	 17526.9	 16388.4	 0.527013	 2	 767
124	 6	 7.04542	 3.55	 96	 16810.4	 17569.2	 16391.1	 0.574312	 2	 773
125	 6	 7.07423	 3.55	 96	 16828.4	 17569.2	 16399.1	 0.574312	 2	 779
126	 4	 7.08627	 3.8	 96	 16842.9	 17569.2	 16405.1	 0.516881	 2	 783
127	 6	 7.09531	 4.275	 96	 16873.9	 17620.8	 16415.8	 0.565193	 2	 789
128	 5	 7.10867	 4.5	 96	 16915.9	 17620.8	 16421.6	 0.565193	 2	 794
129	 5	 7.1006	 4.725	 96	 17015.5	 17620.8	 16450	 0.565193	 2	 799
130	 8	 7.11766	 4.075	 96	 17134.8	 17620.8	 16501.8	 0.565193	 2	 807
131	 9	 7.14203	 3.2	 96	 17236.8	 17620.8	 16951.2	 0.565193	 2	 816
132	 6	 7.16455	 3.2	 96	 17289.4	 17731.1	 16976.9	 0.608673	 2	 822
133	 10	 7.19604	 2.5	 96	 17362.5	 17809.5	 17004.1	 0.647806	 2	 832
134	 8	 7.20243	 2.6	 96	 17457.8	 17809.5	 17019.8	 0.647806	 2	 840
135	 6	 7.22911	 2.675	 96	 17484.4	 17809.5	 17049.1	 0.647806	 2	 846
136	 9	 7.18186	 2.875	 96	 17579.1	 17843.3	 17401	 0.683026	 2	 855
137	 5	 7.19752	 2.975	 96	 17593.9	 17843.3	 17487.2	 0.683026	 2	 860
138	 6	 7.20003	 3	 96	 17613.5	 17843.3	 17499.9	 0.683026	 2	 866
139	 2	 7.19745	 3.7	 96	 17619.6	 17843.3	 17502.2	 0.683026	 2	 868
140	 3	 7.23255	 3.8	 96	 17625.3	 17843.3	 17516.8	 0.683026	 2	 871
141	 7	 7.25357	 3.6	 96	 17644.6	 17843.3	 17526.9	 0.683026	 2	 878
142	 4	 7.26734	 3.7	 96	 17659.7	 17843.3	 17543.2	 0.683026	 2	 882
143	 5	 7.25792	 3.825	 96	 17675	 17843.3	 17569.2	 0.683026	 2	 887
144	 6	 7.26241	 3.9	 96	 17684.3	 17843.3	 17571.9	 0.683026	 2	 893
145	 7	 7.254	 3.825	 96	 17701.8	 17843.3	 17579.1	 0.683026	 2	 900
146	 6	 7.23884	 3.7	 96	 17721.8	 17843.3	 17594.1	 0.683026	 2	 906
147	 4	 7.19919	 3.85	 96	 17731.7	 17843.3	 17604.4	 0.614723	 2	 910
148	 7	 7.1524	 3.4	 96	 17748.7	 17843.3	 17641.8	 0.553251	 2	 917
149	 9	 7.14683	 3.125	 96	 17763	 17854.1	 17687.8	 0.597926	 2	 926
150	 7	 7.14128	 3.2	 96	 17771.3	 17854.1	 17717.2	 0.597926	 2	 933
151	 7	 7.14657	 3.45	 96	 17774	 17854.1	 17731.4	 0.538133	 2	 940
152	 5	 7.1352	 3.825	 96	 17777.4	 17854.1	 17733.4	 0.538133	 2	 945
153	 3	 7.12929	 4.075	 96	 17778.1	 17854.1	 17739.5	 0.538133	 2	 948
154	 5	 7.13433	 4.5	 96	 17780.4	 17854.1	 17740.2	 0.538133	 2	 953
155	 7	 7.14094	 4.425	 96	 17786.6	 17854.6	 17749.2	 0.58432	 2	 960
156	 5	 7.13166	 4.625	 96	 17793	 17854.6	 17754.6	 0.58432	 2	 965
157	 5	 7.15167	 4.725	 96	 17796.1	 17854.6	 17757	 0.525888	 2	 970
158	 7	 7.15142	 4.7	 96	 17800	 17854.6	 17763.2	 0.473299	 2	 977
159	 6	 7.15768	 5.1	 96	 17802.5	 17854.6	 17770.8	 0.473299	 2	 983
160	 6	 7.17376	 5.225	 96	 17804.8	 17854.6	 17773.1	 0.425969	 2	 989
161	 6	 7.15583	 5.125	 96	 17807.2	 17854.6	 17776.8	 0.425969	 2	 995
162	 7	 7.15095	 4.425	 96	 17811.5	 17854.6	 17782.1	 0.425969	 2	 1002
163	 8	 7.13246	 4.625	 96	 17812.9	 17854.6	 17784.1	 0.383372	 2	 1010
164	 7	 7.12419	 4.275	 96	 17813.8	 17854.6	 17786.1	 0.345035	 2	 1017
165	 6	 7.1227	 4.725	 96	 17816.9	 17864.9	 17789.8	 0.410531	 2	 1023
166	 6	 7.12466	 5.3	 96	 17818.4	 17864.9	 17792.5	 0.410531	 2	 1029
167	 6	 7.11561	 4.85	 96	 17821.9	 17864.9	 17799.3	 0.410531	 2	 1035
168	 1	 7.11561	 5.6	 96	 17821.9	 17864.9	 17799.3	 0.369478	 2	 1036
169	 7	 7.10166	 5.45	 96	 17822.4	 17864.9	 17802.3	 0.369478	 2	 1043
170	 2	 7.11846	 5.9	 96	 17823.4	 17864.9	 17803.5	 0.369478	 2	 1045
171	 7	 7.10376	 6.275	 96	 17823.7	 17864.9	 17803.8	 0.33253	 2	 1052
172	 7	 7.10376	 7.025	 96	 17823.7	 17864.9	 17803.8	 0.299277	 2	 1059
173	 4	 7.10376	 7.775	 96	 17823.7	 17864.9	 17803.8	 0.26935	 2	 1063
174	 3	 7.10376	 8.525	 96	 17823.7	 17864.9	 17803.8	 0.242415	 2	 1066
175	 4	 7.10641	 8.825	 96	 17824.6	 17864.9	 17805.1	 0.242415	 2	 1070
176	 6	 7.09644	 9.4	 96	 17825.1	 17864.9	 17805.2	 0.218173	 2	 1076
177	 5	 7.09367	 9.75	 96	 17826.4	 17864.9	 17809.2	 0.218173	 2	 1081
178	 3	 7.08588	 9.55	 96	 17826.9	 17864.9	 17809.6	 0.196356	 2	 1084
179	 3	 7.07801	 9.85	 96	 17827.6	 17864.9	 17810.2	 0.196356	 2	 1087
180	 6	 7.08218	 9.625	 96	 17828.5	 17864.9	 17810.7	 0.17672	 2	 1093
181	 4	 7.09134	 8.65	 96	 17830.9	 17864.9	 17812.6	 0.17672	 2	 1097
182	 5	 7.09091	 8.525	 96	 17831.5	 17864.9	 17814.1	 0.17672	 2	 1102
183	 6	 7.09267	 8.325	 96	 17831.9	 17864.9	 17816.2	 0.159048	 2	 1108
184	 5	 7.10411	 7.775	 96	 17834.8	 17871.8	 17820.4	 0.243143	 2	 1113
185	 5	 7.10072	 7.35	 96	 17835.5	 17871.8	 17821.9	 0.218829	 2	 1118
186	 4	 7.10072	 8.1	 96	 17835.5	 17871.8	 17821.9	 0.196946	 2	 1122
187	 5	 7.10061	 7.65	 96	 17836.8	 17871.8	 17822.6	 0.196946	 2	 1127
188	 5	 7.09209	 7.875	 96	 17839.7	 17874.3	 17823.8	 0.277252	 2	 1132
189	 7	 7.09748	 8.175	 96	 17841.6	 17874.3	 17824.9	 0.277252	 2	 1139
190	 6	 7.09534	 7.6	 96	 17844.1	 17874.3	 17825.6	 0.277252	 2	 1145
191	 6	 7.09534	 8.35	 96	 17844.1	 17874.3	 17825.6	 0.249526	 2	 1151
192	 3	 7.09356	 8.475	 96	 17845.1	 17874.3	 17826	 0.249526	 2	 1154
193	 9	 7.09516	 7.3	 96	 17846.9	 17874.3	 17828.2	 0.249526	 2	 1163
194	 5	 7.11247	 7	 96	 17847.7	 17874.3	 17828.7	 0.249526	 2	 1168
195	 6	 7.12	 6.425	 96	 17848.9	 17874.3	 17830	 0.249526	 2	 1174
196	 5	 7.1108	 6.55	 96	 17849.2	 17874.3	 17831.6	 0.224574	 2	 1179
197	 5	 7.10796	 6.8	 96	 17849.8	 17874.3	 17832.2	 0.224574	 2	 1184
198	 8	 7.10646	 7.225	 96	 17850	 17874.3	 17832.9	 0.224574	 2	 1192
199	 7	 7.10874	 7.875	 96	 17850.5	 17874.3	 17833.9	 0.224574	 2	 1199
200	 1	 7.10211	 8.525	 96	 17850.6	 17874.3	 17834.2	 0.202116	 2	 1200
201	 8	 7.11642	 7.325	 96	 17852.1	 17874.3	 17837.9	 0.202116	 2	 1208
202	 6	 7.11982	 7.625	 96	 17855.7	 17917.9	 17838.3	 0.281905	 2	 1214
203	 6	 7.12199	 7.975	 96	 17856.7	 17917.9	 17838.4	 0.281905	 2	 1220
204	 3	 7.12115	 7.95	 96	 17857.9	 17917.9	 17839.2	 0.281905	 2	 1223
205	 5	 7.13075	 8.05	 96	 17859.9	 17917.9	 17840.1	 0.281905	 2	 1228
206	 7	 7.12968	 7.7	 96	 17861.8	 17917.9	 17842.9	 0.281905	 2	 1235
207	 7	 7.13522	 7.95	 96	 17862.8	 17917.9	 17843.2	 0.253714	 2	 1242
208	 6	 7.1381	 7.75	 96	 17862.9	 17917.9	 17843.4	 0.228343	 2	 1248
209	 5	 7.13872	 8.125	 96	 17863.8	 17917.9	 17844.2	 0.228343	 2	 1253
210	 8	 7.13948	 8.225	 96	 17864.5	 17917.9	 17844.7	 0.228343	 2	 1261
211	 3	 7.13972	 8.475	 96	 17865.6	 17917.9	 17846	 0.228343	 2	 1264
212	 6	 7.13827	 9.15	 96	 17865.7	 17917.9	 17847.8	 0.205509	 2	 1270
213	 6	 7.12193	 9.125	 96	 17868.5	 17917.9	 17849.6	 0.205509	 2	 1276
214	 6	 7.1256	 9.25	 96	 17869.7	 17917.9	 17852	 0.205509	 2	 1282
215	 4	 7.12715	 9.1	 96	 17871.7	 17917.9	 17852.6	 0.205509	 2	 1286
216	 5	 7.12989	 9.175	 96	 17872.7	 17917.9	 17853.2	 0.205509	 2	 1291
217	 4	 7.12484	 9.475	 96	 17873	 17917.9	 17853.8	 0.184958	 2	 1295
218	 7	 7.12484	 10.225	 96	 17873	 17917.9	 17853.8	 0.166462	 2	 1302
219	 5	 7.13354	 9.375	 96	 17874.3	 17917.9	 17854.1	 0.149816	 2	 1307
220	 5	 7.14113	 8.9	 96	 17875.9	 17917.9	 17854.4	 0.149816	 2	 1312
221	 6	 7.13312	 7.2	 96	 17878.7	 17917.9	 17858.3	 0.149816	 2	 1318
222	 2	 7.13689	 7.325	 96	 17879	 17917.9	 17858.4	 0.149816	 2	 1320
223	 6	 7.14128	 7.325	 96	 17880.7	 17917.9	 17861.2	 0.149816	 2	 1326
224	 4	 7.14448	 7.8	 96	 17881.2	 17917.9	 17861.5	 0.149816	 2	 1330
225	 6	 7.14219	 7.225	 96	 17882.7	 17917.9	 17864.9	 0.149816	 2	 1336
226	 4	 7.14219	 7.975	 96	 17882.7	 17917.9	 17864.9	 0.134834	 2	 1340
227	 5	 7.14219	 8.725	 96	 17882.7	 17917.9	 17864.9	 0.121351	 2	 1345
228	 6	 7.14379	 8.875	 96	 17884.7	 17946.2	 17865.2	 0.209216	 2	 1351
229	 5	 7.14731	 9.025	 96	 17885.5	 17946.2	 17866.4	 0.209216	 2	 1356
230	 7	 7.1453	 8.6	 96	 17887.5	 17946.2	 17870.6	 0.209216	 2	 1363
231	 5	 7.14312	 8.475	 96	 17890.6	 17951.8	 17871.6	 0.288294	 2	 1368
232	 4	 7.12293	 7.875	 96	 17892.6	 17951.8	 17873.5	 0.288294	 2	 1372
233	 7	 7.12293	 8.625	 96	 17892.6	 17951.8	 17873.5	 0.259465	 2	 1379
234	 3	 7.12282	 8.45	 96	 17892.9	 17951.8	 17873.9	 0.233518	 2	 1382
235	 4	 7.12962	 8.85	 96	 17893.7	 17951.8	 17874.3	 0.210166	 2	 1386
236	 4	 7.12633	 8.7	 96	 17895.1	 17951.8	 17876.1	 0.210166	 2	 1390
237	 7	 7.13119	 7.675	 96	 17897.1	 17951.8	 17877.2	 0.210166	 2	 1397
238	 5	 7.13403	 8.325	 96	 17897.4	 17951.8	 17877.7	 0.210166	 2	 1402
239	 5	 7.13128	 8.475	 96	 17897.4	 17951.8	 17877.8	 0.18915	 2	 1407
240	 3	 7.13416	 8.8	 96	 17898	 17951.8	 17879.1	 0.18915	 2	 1410
241	 6	 7.12995	 9.5	 96	 17898.1	 17951.8	 17879.8	 0.170235	 2	 1416
242	 3	 7.13088	 9.5	 96	 17900	 17951.8	 17880.6	 0.170235	 2	 1419
243	 5	 7.13331	 9.55	 96	 17901.1	 17951.8	 17881.1	 0.170235	 2	 1424
244	 2	 7.13891	 9.675	 96	 17903.9	 17991.6	 17882.2	 0.253211	 2	 1426
245	 3	 7.13891	 10.425	 96	 17903.9	 17991.6	 17882.2	 0.22789	 2	 1429
246	 5	 7.14993	 9.225	 96	 17905.5	 17991.6	 17882.8	 0.22789	 2	 1434
247	 7	 7.15459	 9.825	 96	 17906.7	 17991.6	 17885.4	 0.205101	 2	 1441
248	 3	 7.14996	 9.225	 96	 17909.5	 17991.6	 17888	 0.205101	 2	 1444
249	 4	 7.15351	 9.325	 96	 17910.2	 17991.6	 17888.6	 0.205101	 2	 1448
250	 7	 7.15774	 8.375	 96	 17912.7	 17991.6	 17891.3	 0.184591	 2	 1455
251	 4	 7.15914	 8	 96	 17915.5	 17991.6	 17892.4	 0.184591	 2	 1459
252	 6	 7.15927	 8.175	 96	 17916.1	 17991.6	 17892.5	 0.166132	 2	 1465
253	 3	 7.16156	 8.35	 96	 17917.1	 17991.6	 17892.9	 0.166132	 2	 1468
254	 4	 7.16465	 8.55	 96	 17917.7	 17991.6	 17893.6	 0.166132	 2	 1472
255	 5	 7.16221	 9.075	 96	 17918.2	 17991.6	 17895.7	 0.149519	 2	 1477
256	 4	 7.16024	 8.675	 96	 17921.1	 17991.6	 17897.6	 0.149519	 2	 1481
257	 5	 7.16927	 8.125	 96	 17922.5	 17991.6	 17899.4	 0.149519	 2	 1486
258	 4	 7.16891	 8.425	 96	 17923.2	 17991.6	 17899.7	 0.149519	 2	 1490
259	 6	 7.16024	 7.05	 96	 17925.9	 17991.6	 17902.8	 0.149519	 2	 1496
260	 4	 7.15545	 6.2	 96	 17929.7	 17991.6	 17905.4	 0.149519	 2	 1500
261	 7	 7.13661	 5.725	 96	 17931.4	 17991.6	 17907.8	 0.134567	 2	 1507
262	 5	 7.13585	 5.725	 96	 17933	 17991.6	 17909.6	 0.12111	 2	 1512
263	 3	 7.12326	 6.375	 96	 17934.7	 17991.6	 17911.6	 0.108999	 2	 1515
264	 6	 7.14545	 5.525	 96	 17950.3	 18416.1	 17914.2	 0.198099	 2	 1521
265	 6	 7.15287	 5.45	 96	 17951.5	 18416.1	 17915.5	 0.178289	 2	 1527
266	 3	 7.1592	 5.675	 96	 17952.8	 18416.1	 17916.4	 0.178289	 2	 1530
267	 2	 7.1592	 6.425	 96	 17952.8	 18416.1	 17916.4	 0.16046	 2	 1532
268	 4	 7.15871	 6.775	 96	 17953.8	 18416.1	 17916.7	 0.16046	 2	 1536
269	 7	 7.15794	 6.15	 96	 17956.5	 18416.1	 17919.1	 0.16046	 2	 1543
270	 4	 7.15665	 6.5	 96	 17956.6	 18416.1	 17919.1	 0.144414	 2	 1547
271	 5	 7.15197	 6.5	 96	 17957.9	 18416.1	 17922.4	 0.129973	 2	 1552
272	 3	 7.15285	 7.2	 96	 17959	 18416.1	 17925.3	 0.129973	 2	 1555
273	 2	 7.15285	 7.95	 96	 17959	 18416.1	 17925.3	 0.116976	 2	 1557
274	 3	 7.15716	 8.575	 96	 17966.8	 18416.1	 17925.4	 0.116976	 2	 1560
275	 5	 7.15616	 8.85	 96	 17967.7	 18416.1	 17925.8	 0.116976	 2	 1565
276	 5	 7.16015	 8.85	 96	 17968.5	 18416.1	 17926.7	 0.105278	 2	 1570
277	 4	 7.16298	 9.325	 96	 17968.8	 18416.1	 17927	 0.0947503	 2	 1574
278	 6	 7.15288	 8.575	 96	 17969.3	 18416.1	 17927.9	 0.0852752	 2	 1580
279	 3	 7.15019	 8.8	 96	 17970.4	 18416.1	 17928.4	 0.0852752	 2	 1583
280	 6	 7.15193	 8.475	 96	 17972.1	 18416.1	 17930.2	 0.0852752	 2	 1589
281	 4	 7.16196	 9.15	 96	 17984.8	 18437.9	 17930.6	 0.176748	 2	 1593
282	 3	 7.16097	 9.05	 96	 17986.3	 18437.9	 17932.8	 0.176748	 2	 1596
283	 7	 7.15861	 9.325	 96	 17986.7	 18437.9	 17933.9	 0.159073	 2	 1603
