# generation	 generation_size	 entropy	 age_avg	 size_avg	 fitness_avg	 fitness_max	 fitness_min	 sigma	 tau	 evaluations
51	 8	 7.97845	 6.35	 386	 92707	 110371	 86770.8	 0.360178	 2	 351
52	 8	 7.96758	 6.675	 386	 93193.6	 110371	 87008.1	 0.360178	 2	 359
53	 4	 7.96838	 6.25	 386	 93681.5	 110371	 87493.1	 0.360178	 2	 363
54	 6	 7.95934	 6.125	 386	 94092	 110371	 88073.3	 0.32416	 2	 369
55	 6	 7.89313	 5.7	 386	 95094.8	 110371	 89466	 0.32416	 2	 375
56	 6	 7.81952	 4.775	 386	 96136.5	 110371	 92330.8	 0.32416	 2	 381
57	 5	 7.77816	 4.85	 386	 96325.9	 110371	 94385.8	 0.32416	 2	 386
58	 5	 7.78259	 4.925	 386	 96471.5	 110371	 94703.2	 0.32416	 2	 391
59	 5	 7.78904	 5.075	 386	 96542.8	 110371	 94874.5	 0.32416	 2	 396
60	 5	 7.79198	 4.425	 386	 96662.4	 110371	 95266.9	 0.32416	 2	 401
61	 6	 7.79436	 3.925	 386	 96780.4	 110371	 95613.4	 0.32416	 2	 407
62	 5	 7.79391	 3.925	 386	 96884.7	 110371	 95763.8	 0.32416	 2	 412
63	 6	 7.79418	 4.125	 386	 96931.1	 110371	 95993.4	 0.32416	 2	 418
64	 8	 7.79423	 4.025	 386	 96949.1	 110371	 96036.4	 0.32416	 2	 426
65	 4	 7.81463	 4.375	 386	 97324.2	 110497	 96042.5	 0.391744	 2	 430
66	 5	 7.81456	 4.05	 386	 97559.6	 110497	 96116	 0.391744	 2	 435
67	 6	 7.82038	 3.975	 386	 97763.9	 110497	 96161.8	 0.391744	 2	 441
68	 7	 7.82417	 3.975	 386	 97966.7	 110497	 96200.6	 0.35257	 2	 448
69	 2	 7.82539	 4.525	 386	 97981.2	 110497	 96204.1	 0.35257	 2	 450
70	 5	 7.82698	 4.6	 386	 98018.7	 110497	 96241.2	 0.35257	 2	 455
71	 6	 7.82762	 4.9	 386	 98202.9	 110497	 96270.6	 0.35257	 2	 461
72	 7	 7.83568	 4.55	 386	 98534.5	 110497	 96341.5	 0.35257	 2	 468
73	 6	 7.83607	 4.1	 386	 98829.4	 110497	 96369.9	 0.35257	 2	 474
74	 7	 7.86799	 4.3	 386	 99342.2	 110497	 96431.2	 0.317313	 2	 481
75	 7	 7.8792	 4.075	 386	 99868	 110497	 96527.4	 0.317313	 2	 488
76	 7	 7.88728	 4.15	 386	 100529	 110497	 96584.6	 0.317313	 2	 495
77	 5	 7.90375	 4.225	 386	 101364	 110497	 96647.1	 0.317313	 2	 500
78	 5	 7.91343	 4.5	 386	 101519	 110497	 96710.4	 0.285582	 2	 505
79	 6	 7.9165	 4.15	 386	 101875	 110497	 96809.2	 0.285582	 2	 511
80	 5	 7.92326	 3.65	 386	 102354	 110497	 96977.8	 0.285582	 2	 516
81	 8	 7.92895	 3.75	 386	 102822	 110497	 97086.4	 0.257023	 2	 524
82	 6	 7.92098	 3.85	 386	 103237	 110497	 97536.4	 0.257023	 2	 530
83	 6	 7.92752	 3.875	 386	 103568	 110497	 99700.3	 0.257023	 2	 536
84	 5	 7.93648	 3.825	 386	 103913	 110497	 100160	 0.257023	 2	 541
85	 8	 7.929	 4.15	 386	 104569	 110497	 100819	 0.257023	 2	 549
86	 4	 7.94176	 4.55	 386	 104861	 110497	 100914	 0.231321	 2	 553
87	 5	 7.95003	 4.775	 386	 105242	 110497	 102446	 0.231321	 2	 558
88	 4	 7.95189	 4.625	 386	 105490	 110497	 103132	 0.231321	 2	 562
89	 7	 7.94249	 4.2	 386	 105722	 110497	 103336	 0.231321	 2	 569
90	 6	 7.92383	 4.4	 386	 105816	 110497	 103449	 0.231321	 2	 575
91	 5	 7.94191	 4.825	 386	 106247	 110497	 103941	 0.231321	 2	 580
92	 7	 7.9466	 5	 386	 106722	 110497	 104015	 0.231321	 2	 587
93	 4	 7.94965	 4.975	 386	 106967	 110497	 104086	 0.208189	 2	 591
94	 4	 7.94583	 5.4	 386	 107177	 110497	 104105	 0.18737	 2	 595
95	 4	 7.94099	 5.575	 386	 107360	 110497	 104310	 0.18737	 2	 599
96	 4	 7.92722	 4.975	 386	 107800	 110515	 104520	 0.268633	 2	 603
97	 5	 7.92023	 5.15	 386	 108022	 110862	 104647	 0.34177	 2	 608
98	 5	 7.90141	 5	 386	 108315	 110862	 104805	 0.34177	 2	 613
99	 4	 7.90141	 5.75	 386	 108315	 110862	 104805	 0.307593	 2	 617
100	 5	 7.86817	 5.1	 386	 108846	 110862	 105113	 0.307593	 2	 622
101	 7	 7.86074	 4.4	 386	 109506	 112750	 106250	 0.376834	 2	 629
102	 6	 7.82966	 3.975	 386	 109957	 112750	 107934	 0.376834	 2	 635
103	 5	 7.82673	 3.675	 386	 110115	 112750	 109244	 0.376834	 2	 640
104	 5	 7.83212	 3.35	 386	 110271	 112750	 109339	 0.376834	 2	 645
105	 5	 7.82917	 3.75	 386	 110362	 112750	 109510	 0.33915	 2	 650
106	 5	 7.83059	 3.9	 386	 110420	 112750	 109701	 0.33915	 2	 655
107	 5	 7.8311	 4.175	 386	 110440	 112750	 109803	 0.33915	 2	 660
108	 6	 7.83498	 4.4	 386	 110481	 112750	 109930	 0.33915	 2	 666
109	 5	 7.84035	 4.4	 386	 110557	 112750	 110042	 0.33915	 2	 671
110	 5	 7.84203	 4.525	 386	 110590	 112750	 110096	 0.33915	 2	 676
111	 5	 7.83858	 4.7	 386	 110627	 112750	 110178	 0.33915	 2	 681
112	 2	 7.83858	 5.45	 386	 110627	 112750	 110178	 0.305235	 2	 683
113	 6	 7.83803	 5.8	 386	 110669	 112750	 110204	 0.305235	 2	 689
114	 3	 7.83803	 6.55	 386	 110669	 112750	 110204	 0.274712	 2	 692
115	 6	 7.84088	 6.95	 386	 110674	 112750	 110213	 0.24724	 2	 698
116	 6	 7.84059	 6.625	 386	 110728	 112750	 110284	 0.24724	 2	 704
117	 6	 7.84511	 6.15	 386	 110887	 112750	 110386	 0.24724	 2	 710
118	 7	 7.84432	 6.2	 386	 110942	 112750	 110397	 0.222516	 2	 717
119	 5	 7.84432	 6.95	 386	 110942	 112750	 110397	 0.200265	 2	 722
120	 6	 7.84535	 6.775	 386	 110970	 112750	 110422	 0.200265	 2	 728
121	 5	 7.84445	 7.1	 386	 111012	 112750	 110436	 0.200265	 2	 733
122	 3	 7.84333	 7.375	 386	 111022	 112750	 110437	 0.200265	 2	 736
123	 3	 7.84365	 7.825	 386	 111030	 112750	 110456	 0.180238	 2	 739
124	 4	 7.84117	 7.675	 386	 111055	 112750	 110465	 0.162214	 2	 743
125	 8	 7.84077	 6.825	 386	 111135	 112750	 110500	 0.162214	 2	 751
126	 5	 7.84392	 7.35	 386	 111137	 112750	 110515	 0.145993	 2	 756
127	 6	 7.84266	 7.55	 386	 111138	 112750	 110526	 0.131394	 2	 762
128	 4	 7.84002	 7.625	 386	 111187	 112750	 110555	 0.118254	 2	 766
129	 5	 7.83112	 7.75	 386	 111336	 114194	 110622	 0.206429	 2	 771
130	 5	 7.83126	 7.725	 386	 111381	 114194	 110653	 0.185786	 2	 776
131	 5	 7.82715	 7.275	 386	 111485	 114194	 110685	 0.167207	 2	 781
132	 8	 7.82476	 6.75	 386	 111565	 114194	 110785	 0.167207	 2	 789
133	 7	 7.81661	 5.8	 386	 111893	 120856	 110839	 0.250487	 2	 796
134	 4	 7.81204	 6.1	 386	 111912	 120856	 110840	 0.225438	 2	 800
135	 9	 7.81105	 6.075	 386	 112227	 120856	 110868	 0.225438	 2	 809
136	 6	 7.80831	 5.6	 386	 112273	 120856	 111006	 0.225438	 2	 815
137	 6	 7.80326	 5.55	 386	 112372	 120856	 111041	 0.225438	 2	 821
138	 2	 7.79267	 5.975	 386	 112414	 120856	 111075	 0.225438	 2	 823
139	 6	 7.78058	 6.125	 386	 112475	 120856	 111114	 0.225438	 2	 829
140	 1	 7.78058	 6.875	 386	 112475	 120856	 111114	 0.202894	 2	 830
141	 3	 7.76921	 6.7	 386	 112546	 120856	 111145	 0.202894	 2	 833
142	 8	 7.75673	 5.7	 386	 112714	 120856	 111352	 0.202894	 2	 841
143	 7	 7.73945	 5.75	 386	 112841	 120856	 111410	 0.202894	 2	 848
144	 7	 7.72307	 5.025	 386	 113157	 120856	 111598	 0.202894	 2	 855
145	 4	 7.71955	 4.8	 386	 113463	 120856	 111847	 0.202894	 2	 859
146	 5	 7.7111	 4.7	 386	 113565	 120856	 112098	 0.202894	 2	 864
147	 7	 7.7081	 3.825	 386	 114102	 121015	 112300	 0.282605	 2	 871
148	 3	 7.70885	 4.3	 386	 114136	 121015	 112344	 0.282605	 2	 874
149	 7	 7.69005	 4.125	 386	 114237	 121015	 112376	 0.282605	 2	 881
150	 5	 7.69944	 3.675	 386	 114512	 121015	 112429	 0.282605	 2	 886
151	 7	 7.70667	 3.125	 386	 114707	 121015	 112750	 0.282605	 2	 893
152	 5	 7.70851	 3.65	 386	 114730	 121015	 112842	 0.282605	 2	 898
153	 7	 7.71207	 4	 386	 114760	 121015	 112889	 0.282605	 2	 905
154	 3	 7.71989	 4.225	 386	 115022	 121015	 112900	 0.282605	 2	 908
155	 4	 7.71921	 4.65	 386	 115043	 121015	 112944	 0.282605	 2	 912
156	 6	 7.72189	 5.225	 386	 115223	 121015	 113081	 0.254344	 2	 918
157	 6	 7.72238	 5.4	 386	 115461	 121015	 113204	 0.254344	 2	 924
158	 5	 7.73117	 5.325	 386	 115808	 121015	 113400	 0.254344	 2	 929
159	 8	 7.73926	 4.65	 386	 116300	 121015	 113505	 0.254344	 2	 937
160	 4	 7.74471	 4.725	 386	 116479	 121015	 113523	 0.22891	 2	 941
161	 6	 7.75082	 5.375	 386	 116789	 121015	 113615	 0.206019	 2	 947
162	 1	 7.75525	 5.95	 386	 116950	 121015	 113646	 0.185417	 2	 948
163	 6	 7.7595	 5.15	 386	 117553	 121015	 113853	 0.185417	 2	 954
164	 8	 7.76412	 4.725	 386	 118154	 121015	 114168	 0.185417	 2	 962
165	 5	 7.76784	 4.725	 386	 118462	 121136	 114210	 0.266875	 2	 967
166	 7	 7.77136	 3.4	 386	 119220	 121136	 114883	 0.240188	 2	 974
167	 3	 7.77552	 3.775	 386	 119565	 121136	 116001	 0.240188	 2	 977
168	 5	 7.77581	 3.8	 386	 119925	 121136	 118270	 0.240188	 2	 982
169	 4	 7.78002	 3.725	 386	 120056	 121136	 119124	 0.240188	 2	 986
170	 5	 7.78443	 3.9	 386	 120176	 121136	 119438	 0.240188	 2	 991
171	 4	 7.78235	 4.275	 386	 120266	 121136	 119592	 0.240188	 2	 995
172	 3	 7.78301	 4.375	 386	 120332	 121136	 119691	 0.240188	 2	 998
173	 7	 7.78531	 4.1	 386	 120441	 121533	 119770	 0.316169	 2	 1005
174	 6	 7.78615	 4.1	 386	 120517	 121533	 119970	 0.316169	 2	 1011
175	 6	 7.78615	 4.85	 386	 120517	 121533	 119970	 0.284552	 2	 1017
176	 5	 7.78766	 5.225	 386	 120536	 121533	 120020	 0.256097	 2	 1022
177	 5	 7.78556	 5	 386	 120562	 121533	 120105	 0.256097	 2	 1027
178	 5	 7.78844	 5.425	 386	 120593	 121533	 120212	 0.256097	 2	 1032
179	 6	 7.79033	 5.475	 386	 120644	 121533	 120232	 0.256097	 2	 1038
180	 5	 7.79142	 5.8	 386	 120672	 121533	 120273	 0.256097	 2	 1043
181	 4	 7.7906	 5.825	 386	 120676	 121533	 120278	 0.256097	 2	 1047
182	 6	 7.79064	 6.55	 386	 120685	 121533	 120309	 0.230487	 2	 1053
183	 6	 7.7881	 6.1	 386	 120732	 121533	 120355	 0.230487	 2	 1059
184	 4	 7.79403	 6.075	 386	 120755	 121533	 120406	 0.230487	 2	 1063
185	 7	 7.79434	 6.075	 386	 120782	 121533	 120422	 0.230487	 2	 1070
186	 7	 7.79658	 5.6	 386	 120820	 121533	 120537	 0.230487	 2	 1077
187	 4	 7.79799	 5.6	 386	 120857	 121533	 120542	 0.230487	 2	 1081
188	 4	 7.79991	 5.65	 386	 120908	 121533	 120591	 0.230487	 2	 1085
189	 4	 7.8019	 5.975	 386	 120908	 121533	 120592	 0.207438	 2	 1089
190	 5	 7.8019	 6.725	 386	 120908	 121533	 120592	 0.186695	 2	 1094
191	 6	 7.80126	 6.55	 386	 120954	 121777	 120612	 0.268025	 2	 1100
192	 6	 7.799	 7.1	 386	 120956	 121777	 120618	 0.241223	 2	 1106
193	 5	 7.799	 7.85	 386	 120956	 121777	 120618	 0.2171	 2	 1111
194	 2	 7.799	 8.6	 386	 120956	 121777	 120618	 0.19539	 2	 1113
195	 6	 7.79768	 8.9	 386	 121020	 123156	 120625	 0.275851	 2	 1119
196	 7	 7.7985	 8.825	 386	 121031	 123156	 120635	 0.248266	 2	 1126
197	 6	 7.79628	 8.3	 386	 121083	 123156	 120651	 0.248266	 2	 1132
198	 6	 7.79628	 9.05	 386	 121083	 123156	 120651	 0.22344	 2	 1138
199	 7	 7.79662	 8.975	 386	 121126	 123156	 120654	 0.201096	 2	 1145
