DEBUG (0): 60000000200 	 DATA_RECV 	 contents=[from=0 version=0 interval=1024 len=18]
DEBUG (0): 60000000200 	 DATA_SENT
DEBUG (2): 510082854941 	 DATA_SENT
DEBUG (5): 510086059268 	 DATA_SENT
DEBUG (8): 510122680205 	 DATA_SENT
DEBUG (9): 510171508615 	 DATA_SENT
DEBUG (3): 510303802000 	 DATA_SENT
DEBUG (7): 510736694340 	 DATA_SENT
DEBUG (6): 514956511993 	 DATA_SENT
DEBUG (1): 515303955100 	 DATA_SENT
DEBUG (4): 517350616216 	 DATA_SENT
DEBUG (0): 560000000200 	 DATA_RECV 	 contents=[from=0 version=10 interval=1024 len=18]
DEBUG (0): 560000000200 	 DATA_SENT
DEBUG (7): 560245666410 	 DATA_SENT
DEBUG (3): 560306396321 	 DATA_SENT
DEBUG (8): 560495299825 	 DATA_SENT
DEBUG (9): 560545043643 	 DATA_SENT
DEBUG (5): 560604247570 	 DATA_SENT
DEBUG (4): 561434478282 	 DATA_SENT
DEBUG (6): 562926788319 	 DATA_SENT
DEBUG (2): 563311461970 	 DATA_SENT
DEBUG (1): 564986724618 	 DATA_SENT
DEBUG (0): 610000000200 	 DATA_RECV 	 contents=[from=0 version=11 interval=1024 len=18]
DEBUG (0): 610000000200 	 DATA_SENT
DEBUG (2): 610066985893 	 DATA_SENT
DEBUG (8): 610087279964 	 DATA_SENT
DEBUG (6): 610243224733 	 DATA_SENT
DEBUG (4): 610340117535 	 DATA_SENT
DEBUG (5): 610382079986 	 DATA_SENT
DEBUG (7): 610477447317 	 DATA_SENT
DEBUG (9): 614195708822 	 DATA_SENT
DEBUG (1): 614740905821 	 DATA_SENT
DEBUG (3): 615625762451 	 DATA_SENT
DEBUG (0): 660000000200 	 DATA_RECV 	 contents=[from=0 version=12 interval=1024 len=18]
DEBUG (0): 660000000200 	 DATA_SENT
DEBUG (7): 660200653074 	 DATA_SENT
DEBUG (8): 660227508386 	 DATA_SENT
DEBUG (6): 660306701438 	 DATA_SENT
DEBUG (5): 660402221128 	 DATA_SENT
DEBUG (4): 660634154907 	 DATA_SENT
DEBUG (3): 661296386534 	 DATA_SENT
DEBUG (2): 662684020521 	 DATA_SENT
DEBUG (9): 663632354768 	 DATA_SENT
DEBUG (1): 664946441536 	 DATA_SENT
DEBUG (0): 710000000200 	 DATA_RECV 	 contents=[from=0 version=13 interval=1024 len=18]
DEBUG (0): 710000000200 	 DATA_SENT
DEBUG (2): 710061645348 	 DATA_SENT
DEBUG (7): 710093078270 	 DATA_SENT
DEBUG (9): 710154266341 	 DATA_SENT
DEBUG (8): 710319518917 	 DATA_SENT
DEBUG (4): 710662230972 	 DATA_SENT
DEBUG (6): 710940551313 	 DATA_SENT
DEBUG (5): 712062682837 	 DATA_SENT
DEBUG (3): 714571380410 	 DATA_SENT
DEBUG (1): 715080566421 	 DATA_SENT
DEBUG (0): 760000000200 	 DATA_RECV 	 contents=[from=0 version=14 interval=1024 len=18]
DEBUG (0): 760000000200 	 DATA_SENT
DEBUG (4): 760043182321 	 DATA_SENT
DEBUG (5): 760139922479 	 DATA_SENT
DEBUG (6): 760209503120 	 DATA_SENT
DEBUG (9): 760415344009 	 DATA_SENT
DEBUG (3): 760439605342 	 DATA_SENT
DEBUG (7): 760483398267 	 DATA_SENT
DEBUG (2): 764512176141 	 DATA_SENT
DEBUG (1): 765070495280 	 DATA_SENT
DEBUG (8): 765695037519 	 DATA_SENT
DEBUG (0): 810000000200 	 DATA_RECV 	 contents=[from=0 version=15 interval=1024 len=18]
DEBUG (0): 810000000200 	 DATA_SENT
DEBUG (5): 810115355972 	 DATA_SENT
DEBUG (7): 810269470039 	 DATA_SENT
DEBUG (8): 810408324893 	 DATA_SENT
DEBUG (9): 810435943083 	 DATA_SENT
DEBUG (3): 810976714831 	 DATA_SENT
DEBUG (4): 811165771264 	 DATA_SENT
DEBUG (2): 811377563445 	 DATA_SENT
DEBUG (6): 814245147124 	 DATA_SENT
DEBUG (1): 814964904506 	 DATA_SENT
DEBUG (0): 860000000200 	 DATA_RECV 	 contents=[from=0 version=16 interval=1024 len=18]
DEBUG (0): 860000000200 	 DATA_SENT
DEBUG (9): 860064697088 	 DATA_SENT
DEBUG (3): 860065917784 	 DATA_SENT
DEBUG (2): 860087737725 	 DATA_SENT
DEBUG (8): 860112304232 	 DATA_SENT
DEBUG (7): 860148619938 	 DATA_SENT
DEBUG (6): 860614623771 	 DATA_SENT
DEBUG (5): 862783965918 	 DATA_SENT
DEBUG (1): 864926452582 	 DATA_SENT
DEBUG (4): 865046997053 	 DATA_SENT
DEBUG (0): 910000000200 	 DATA_RECV 	 contents=[from=0 version=17 interval=1024 len=18]
DEBUG (0): 910000000200 	 DATA_SENT
DEBUG (7): 910176696345 	 DATA_SENT
DEBUG (3): 910251617303 	 DATA_SENT
DEBUG (8): 910311736809 	 DATA_SENT
DEBUG (4): 910555266972 	 DATA_SENT
DEBUG (9): 910727233889 	 DATA_SENT
DEBUG (6): 910897521437 	 DATA_SENT
DEBUG (2): 912600707905 	 DATA_SENT
DEBUG (5): 914397277560 	 DATA_SENT
DEBUG (1): 915195007127 	 DATA_SENT
DEBUG (0): 960000000200 	 DATA_RECV 	 contents=[from=0 version=18 interval=1024 len=18]
DEBUG (0): 960000000200 	 DATA_SENT
DEBUG (8): 960179443082 	 DATA_SENT
DEBUG (4): 960245666296 	 DATA_SENT
DEBUG (2): 960330656956 	 DATA_SENT
DEBUG (6): 960609435984 	 DATA_SENT
DEBUG (7): 960631408683 	 DATA_SENT
DEBUG (5): 960772857288 	 DATA_SENT
DEBUG (3): 963233337369 	 DATA_SENT
DEBUG (9): 963905029276 	 DATA_SENT
DEBUG (1): 964987640083 	 DATA_SENT
DEBUG (0): 1010000000200 	 DATA_RECV 	 contents=[from=0 version=19 interval=1024 len=18]
DEBUG (0): 1010000000200 	 DATA_SENT
DEBUG (8): 1010032043470 	 DATA_SENT
DEBUG (7): 1010051269432 	 DATA_SENT
DEBUG (5): 1010141906110 	 DATA_SENT
DEBUG (3): 1010203857230 	 DATA_SENT
DEBUG (6): 1010289154047 	 DATA_SENT
DEBUG (4): 1010316619479 	 DATA_SENT
DEBUG (9): 1012971496424 	 DATA_SENT
DEBUG (1): 1014797515655 	 DATA_SENT
DEBUG (2): 1016094970383 	 DATA_SENT
DEBUG (0): 1060000000200 	 DATA_RECV 	 contents=[from=0 version=20 interval=1024 len=18]
DEBUG (0): 1060000000200 	 DATA_SENT
DEBUG (5): 1060527953614 	 DATA_SENT
DEBUG (4): 1060597838973 	 DATA_SENT
DEBUG (3): 1060841064076 	 DATA_SENT
DEBUG (7): 1060965423450 	 DATA_SENT
DEBUG (8): 1061084136763 	 DATA_SENT
DEBUG (9): 1061249389225 	 DATA_SENT
DEBUG (6): 1061693572661 	 DATA_SENT
DEBUG (2): 1063359222157 	 DATA_SENT
DEBUG (1): 1065123595727 	 DATA_SENT
DEBUG (0): 1110000000200 	 DATA_RECV 	 contents=[from=0 version=21 interval=1024 len=18]
DEBUG (0): 1110000000200 	 DATA_SENT
DEBUG (6): 1110048065105 	 DATA_SENT
DEBUG (5): 1110296630468 	 DATA_SENT
DEBUG (3): 1110478362725 	 DATA_SENT
DEBUG (8): 1110692901244 	 DATA_SENT
DEBUG (2): 1110748901243 	 DATA_SENT
DEBUG (7): 1110839080559 	 DATA_SENT
DEBUG (9): 1112509155306 	 DATA_SENT
DEBUG (1): 1114746856429 	 DATA_SENT
DEBUG (4): 1115066833363 	 DATA_SENT
DEBUG (0): 1160000000200 	 DATA_RECV 	 contents=[from=0 version=22 interval=1024 len=18]
DEBUG (0): 1160000000200 	 DATA_SENT
DEBUG (6): 1160092315335 	 DATA_SENT
DEBUG (5): 1160112761993 	 DATA_SENT
DEBUG (7): 1160203246768 	 DATA_SENT
DEBUG (8): 1160328216148 	 DATA_SENT
DEBUG (2): 1160410308638 	 DATA_SENT
DEBUG (4): 1160963439705 	 DATA_SENT
DEBUG (3): 1163723144546 	 DATA_SENT
DEBUG (9): 1164657592635 	 DATA_SENT
DEBUG (1): 1165065002034 	 DATA_SENT
DEBUG (0): 1210000000200 	 DATA_RECV 	 contents=[from=0 version=23 interval=1024 len=18]
DEBUG (0): 1210000000200 	 DATA_SENT
DEBUG (3): 1210082397180 	 DATA_SENT
DEBUG (4): 1210112456819 	 DATA_SENT
DEBUG (8): 1210122985322 	 DATA_SENT
DEBUG (2): 1210224914350 	 DATA_SENT
DEBUG (9): 1210560607859 	 DATA_SENT
DEBUG (5): 1212305907940 	 DATA_SENT
DEBUG (6): 1212662046511 	 DATA_SENT
DEBUG (1): 1215116272007 	 DATA_SENT
DEBUG (7): 1219936828555 	 DATA_SENT
DEBUG (0): 1260000000200 	 DATA_RECV 	 contents=[from=0 version=24 interval=1024 len=18]
DEBUG (0): 1260000000200 	 DATA_SENT
DEBUG (2): 1260293731429 	 DATA_SENT
DEBUG (4): 1260353850707 	 DATA_SENT
DEBUG (8): 1260450439475 	 DATA_SENT
DEBUG (3): 1260783996424 	 DATA_SENT
DEBUG (6): 1260859222271 	 DATA_SENT
DEBUG (5): 1260892333878 	 DATA_SENT
DEBUG (7): 1263657226506 	 DATA_SENT
DEBUG (9): 1263862609919 	 DATA_SENT
DEBUG (1): 1264860229083 	 DATA_SENT
DEBUG (0): 1310000000200 	 DATA_RECV 	 contents=[from=0 version=25 interval=1024 len=18]
DEBUG (0): 1310000000200 	 DATA_SENT
DEBUG (8): 1310070495394 	 DATA_SENT
DEBUG (2): 1310100402446 	 DATA_SENT
DEBUG (5): 1310106200752 	 DATA_SENT
DEBUG (4): 1310515288950 	 DATA_SENT
DEBUG (3): 1310731658570 	 DATA_SENT
DEBUG (6): 1310850677114 	 DATA_SENT
DEBUG (9): 1313167876976 	 DATA_SENT
DEBUG (7): 1314161071345 	 DATA_SENT
DEBUG (1): 1314815673565 	 DATA_SENT
DEBUG (0): 1360000000200 	 DATA_RECV 	 contents=[from=0 version=26 interval=1024 len=18]
DEBUG (0): 1360000000200 	 DATA_SENT
DEBUG (9): 1360077514396 	 DATA_SENT
DEBUG (7): 1360106048165 	 DATA_SENT
DEBUG (6): 1360127715519 	 DATA_SENT
DEBUG (8): 1360193023553 	 DATA_SENT
DEBUG (2): 1360289001346 	 DATA_SENT
DEBUG (3): 1363614807092 	 DATA_SENT
DEBUG (5): 1363719787632 	 DATA_SENT
DEBUG (1): 1364384917899 	 DATA_SENT
DEBUG (4): 1365880889910 	 DATA_SENT
DEBUG (0): 1410000000200 	 DATA_RECV 	 contents=[from=0 version=27 interval=1024 len=18]
DEBUG (0): 1410000000200 	 DATA_SENT
DEBUG (9): 1410117187016 	 DATA_SENT
DEBUG (5): 1410138396609 	 DATA_SENT
DEBUG (7): 1410182952868 	 DATA_SENT
DEBUG (3): 1410726013136 	 DATA_SENT
DEBUG (2): 1411107787976 	 DATA_SENT
DEBUG (6): 1412637328771 	 DATA_SENT
DEBUG (8): 1413140258729 	 DATA_SENT
DEBUG (1): 1415133819569 	 DATA_SENT
DEBUG (4): 1419062041812 	 DATA_SENT
DEBUG (0): 1460000000200 	 DATA_RECV 	 contents=[from=0 version=28 interval=1024 len=18]
DEBUG (0): 1460000000200 	 DATA_SENT
DEBUG (9): 1460040130581 	 DATA_SENT
DEBUG (8): 1460107574035 	 DATA_SENT
DEBUG (5): 1460229034256 	 DATA_SENT
DEBUG (7): 1460312041755 	 DATA_SENT
DEBUG (4): 1460662993907 	 DATA_SENT
DEBUG (2): 1460955047135 	 DATA_SENT
DEBUG (6): 1464007720726 	 DATA_SENT
DEBUG (1): 1464821929575 	 DATA_SENT
DEBUG (3): 1465048980456 	 DATA_SENT
DEBUG (0): 1510000000200 	 DATA_RECV 	 contents=[from=0 version=29 interval=1024 len=18]
DEBUG (0): 1510000000200 	 DATA_SENT
DEBUG (9): 1510081481658 	 DATA_SENT
DEBUG (6): 1510128783628 	 DATA_SENT
DEBUG (7): 1510192413148 	 DATA_SENT
DEBUG (8): 1510287780593 	 DATA_SENT
DEBUG (2): 1510403900155 	 DATA_SENT
DEBUG (4): 1511026000717 	 DATA_SENT
DEBUG (5): 1512772827124 	 DATA_SENT
DEBUG (1): 1514884033225 	 DATA_SENT
DEBUG (3): 1515131835710 	 DATA_SENT
DEBUG (0): 1560000000200 	 DATA_RECV 	 contents=[from=0 version=30 interval=1024 len=18]
DEBUG (0): 1560000000200 	 DATA_SENT
DEBUG (2): 1560232848589 	 DATA_SENT
DEBUG (6): 1560353088399 	 DATA_SENT
DEBUG (9): 1560483397982 	 DATA_SENT
DEBUG (4): 1560767364213 	 DATA_SENT
DEBUG (5): 1560789794673 	 DATA_SENT
DEBUG (7): 1560918883788 	 DATA_SENT
DEBUG (3): 1562891540380 	 DATA_SENT
DEBUG (8): 1563733978109 	 DATA_SENT
DEBUG (1): 1565367279104 	 DATA_SENT
DEBUG (0): 1610000000200 	 DATA_RECV 	 contents=[from=0 version=31 interval=1024 len=18]
DEBUG (0): 1610000000200 	 DATA_SENT
DEBUG (8): 1610254974274 	 DATA_SENT
DEBUG (6): 1610287475533 	 DATA_SENT
DEBUG (5): 1610784453900 	 DATA_SENT
DEBUG (3): 1610788269088 	 DATA_SENT
DEBUG (4): 1610837554860 	 DATA_SENT
DEBUG (7): 1610994262621 	 DATA_SENT
DEBUG (9): 1612919006097 	 DATA_SENT
DEBUG (2): 1614365386649 	 DATA_SENT
DEBUG (1): 1614607391227 	 DATA_SENT
DEBUG (0): 1660000000200 	 DATA_RECV 	 contents=[from=0 version=32 interval=1024 len=18]
DEBUG (0): 1660000000200 	 DATA_SENT
DEBUG (3): 1660028076208 	 DATA_SENT
DEBUG (9): 1660049590975 	 DATA_SENT
DEBUG (7): 1660108794731 	 DATA_SENT
DEBUG (2): 1660128631041 	 DATA_SENT
DEBUG (5): 1660876006898 	 DATA_SENT
DEBUG (6): 1661602630638 	 DATA_SENT
DEBUG (8): 1661625213286 	 DATA_SENT
DEBUG (4): 1664174499229 	 DATA_SENT
DEBUG (1): 1664970702812 	 DATA_SENT
DEBUG (0): 1710000000200 	 DATA_RECV 	 contents=[from=0 version=33 interval=1024 len=18]
DEBUG (0): 1710000000200 	 DATA_SENT
DEBUG (6): 1710043334908 	 DATA_SENT
DEBUG (5): 1710127715519 	 DATA_SENT
DEBUG (4): 1710167083763 	 DATA_SENT
DEBUG (9): 1710215148383 	 DATA_SENT
DEBUG (3): 1710873717979 	 DATA_SENT
DEBUG (2): 1710971221870 	 DATA_SENT
DEBUG (7): 1711755370738 	 DATA_SENT
DEBUG (8): 1713448333649 	 DATA_SENT
DEBUG (1): 1714968871711 	 DATA_SENT
DEBUG (0): 1760000000200 	 DATA_RECV 	 contents=[from=0 version=34 interval=1024 len=18]
DEBUG (0): 1760000000200 	 DATA_SENT
DEBUG (3): 1760036926254 	 DATA_SENT
DEBUG (8): 1760242614556 	 DATA_SENT
DEBUG (7): 1760332793530 	 DATA_SENT
DEBUG (5): 1760365600134 	 DATA_SENT
DEBUG (6): 1760624237037 	 DATA_SENT
DEBUG (2): 1761273040438 	 DATA_SENT
DEBUG (4): 1762183380123 	 DATA_SENT
DEBUG (9): 1762790832276 	 DATA_SENT
DEBUG (1): 1764809875430 	 DATA_SENT
DEBUG (0): 1810000000200 	 DATA_RECV 	 contents=[from=0 version=35 interval=1024 len=18]
DEBUG (0): 1810000000200 	 DATA_SENT
DEBUG (9): 1810082397180 	 DATA_SENT
DEBUG (4): 1810095367075 	 DATA_SENT
DEBUG (6): 1810190734748 	 DATA_SENT
DEBUG (3): 1810324859462 	 DATA_SENT
DEBUG (8): 1810399322374 	 DATA_SENT
DEBUG (2): 1810788421162 	 DATA_SENT
DEBUG (7): 1813687591433 	 DATA_SENT
DEBUG (5): 1813713225764 	 DATA_SENT
DEBUG (1): 1815437011249 	 DATA_SENT
DEBUG (0): 1860000000200 	 DATA_RECV 	 contents=[from=0 version=36 interval=1024 len=18]
DEBUG (0): 1860000000200 	 DATA_SENT
DEBUG (4): 1860089416182 	 DATA_SENT
DEBUG (5): 1860139922479 	 DATA_SENT
DEBUG (2): 1860224151244 	 DATA_SENT
DEBUG (9): 1860245055891 	 DATA_SENT
DEBUG (3): 1860291747627 	 DATA_SENT
DEBUG (6): 1860540618734 	 DATA_SENT
DEBUG (8): 1863633422535 	 DATA_SENT
DEBUG (1): 1865140838628 	 DATA_SENT
DEBUG (7): 1874971313274 	 DATA_SENT
DEBUG (0): 1910000000200 	 DATA_RECV 	 contents=[from=0 version=37 interval=1024 len=18]
DEBUG (0): 1910000000200 	 DATA_SENT
DEBUG (8): 1910058441021 	 DATA_SENT
DEBUG (7): 1910155944114 	 DATA_SENT
DEBUG (3): 1910417022523 	 DATA_SENT
DEBUG (6): 1910483551082 	 DATA_SENT
DEBUG (9): 1910512237324 	 DATA_SENT
DEBUG (2): 1910671844238 	 DATA_SENT
DEBUG (4): 1913858184554 	 DATA_SENT
DEBUG (5): 1914196319170 	 DATA_SENT
DEBUG (1): 1915071868449 	 DATA_SENT
DEBUG (0): 1960000000200 	 DATA_RECV 	 contents=[from=0 version=38 interval=1024 len=18]
DEBUG (0): 1960000000200 	 DATA_SENT
DEBUG (7): 1960423278647 	 DATA_SENT
DEBUG (3): 1960481872055 	 DATA_SENT
DEBUG (6): 1960743865872 	 DATA_SENT
DEBUG (2): 1960984496996 	 DATA_SENT
DEBUG (5): 1961510772124 	 DATA_SENT
DEBUG (9): 1961811065107 	 DATA_SENT
DEBUG (8): 1962081756269 	 DATA_SENT
DEBUG (4): 1964207000716 	 DATA_SENT
DEBUG (1): 1964803771551 	 DATA_SENT
