# generation	 generation_size	 entropy	 age_avg	 size_avg	 fitness_avg	 fitness_max	 fitness_min	 sigma	 tau	 evaluations
35	 7	 7.4191	 4.75	 96	 53478.7	 65786.2	 48855	 0.697051	 2	 269
36	 9	 7.47503	 4.575	 96	 54073.8	 65786.2	 48892.9	 0.697051	 2	 278
37	 3	 7.47301	 4.75	 96	 54469.7	 65786.2	 48949.2	 0.627346	 2	 281
38	 8	 7.47871	 5.25	 96	 54926.8	 65786.2	 49030.8	 0.627346	 2	 289
39	 6	 7.48664	 5.15	 96	 55484.1	 65786.2	 49133.5	 0.627346	 2	 295
40	 5	 7.50721	 4.925	 96	 55726.7	 65786.2	 49186	 0.627346	 2	 300
41	 7	 7.5218	 4.25	 96	 56358.2	 65786.2	 51857	 0.627346	 2	 307
42	 4	 7.46645	 4.55	 96	 56645.1	 65786.2	 52490.8	 0.627346	 2	 311
43	 7	 7.42616	 4.3	 96	 57080.1	 65786.2	 53471.8	 0.627346	 2	 318
44	 5	 7.40581	 4.8	 96	 57150	 65786.2	 53558.4	 0.627346	 2	 323
45	 6	 7.39068	 5.35	 96	 57279	 65786.2	 54636.1	 0.627346	 2	 329
46	 4	 7.33671	 5.55	 96	 57396.8	 65786.2	 54862.8	 0.564611	 2	 333
47	 3	 7.3426	 6.15	 96	 57436.1	 65786.2	 54881.6	 0.50815	 2	 336
48	 6	 7.28227	 6.45	 96	 57557.8	 65786.2	 55293.2	 0.457335	 2	 342
49	 7	 7.2808	 6.025	 96	 57710.2	 65786.2	 55920.4	 0.457335	 2	 349
50	 3	 7.28309	 6.375	 96	 57744.8	 65786.2	 56041.9	 0.411602	 2	 352
51	 6	 7.24465	 6.6	 96	 58025.9	 66099.5	 56197.2	 0.470441	 2	 358
52	 6	 7.24343	 6.1	 96	 58361.9	 66937.9	 56433.5	 0.523397	 2	 364
53	 3	 7.27315	 6.525	 96	 58651.9	 66937.9	 56643.2	 0.523397	 2	 367
54	 4	 7.27047	 6.25	 96	 58688.7	 66937.9	 56735.8	 0.523397	 2	 371
55	 8	 7.27752	 6.775	 96	 58800.6	 66937.9	 56780.4	 0.523397	 2	 379
56	 8	 7.29252	 6.55	 96	 58864.5	 66937.9	 56979.1	 0.523397	 2	 387
57	 5	 7.3291	 5.5	 96	 58979.7	 66937.9	 56996.6	 0.523397	 2	 392
58	 4	 7.33518	 6.2	 96	 58990.5	 66937.9	 57054.6	 0.523397	 2	 396
59	 5	 7.35854	 5.55	 96	 59115.3	 66937.9	 57125.4	 0.523397	 2	 401
60	 4	 7.38745	 5.525	 96	 59425.5	 66937.9	 57148.9	 0.523397	 2	 405
61	 4	 7.40465	 4.625	 96	 59563	 66937.9	 57228.5	 0.523397	 2	 409
62	 5	 7.40004	 4.625	 96	 59597	 66937.9	 57253.3	 0.523397	 2	 414
63	 3	 7.43253	 4.725	 96	 59835.6	 66937.9	 57301.3	 0.523397	 2	 417
64	 4	 7.4418	 4.325	 96	 59986.3	 66937.9	 57413.2	 0.523397	 2	 421
65	 4	 7.47991	 4.575	 96	 60008.8	 66937.9	 57428.8	 0.523397	 2	 425
66	 5	 7.5079	 4.875	 96	 60334.2	 66937.9	 57461.6	 0.523397	 2	 430
67	 4	 7.51397	 5.425	 96	 60408.4	 66937.9	 57485.2	 0.471058	 2	 434
68	 4	 7.5085	 5.925	 96	 60489.9	 66937.9	 57584.6	 0.471058	 2	 438
69	 5	 7.54513	 5.675	 96	 60607.5	 66937.9	 57592.6	 0.471058	 2	 443
70	 5	 7.54807	 5.55	 96	 61166.3	 66937.9	 57673.6	 0.471058	 2	 448
71	 8	 7.56767	 5.6	 96	 61669.6	 67295.2	 57804.1	 0.523952	 2	 456
72	 3	 7.56289	 5.975	 96	 62017.2	 67376.2	 57848.9	 0.571557	 2	 459
73	 6	 7.5326	 5.875	 96	 62423	 67376.2	 58063.4	 0.571557	 2	 465
74	 6	 7.50229	 5.025	 96	 62788.2	 67376.2	 58194.9	 0.571557	 2	 471
75	 5	 7.41679	 4.5	 96	 63166.9	 67376.2	 60108.8	 0.571557	 2	 476
76	 4	 7.43946	 4.425	 96	 63403.7	 67376.2	 60576.9	 0.571557	 2	 480
77	 5	 7.427	 4.4	 96	 63682.2	 67376.2	 61218.4	 0.571557	 2	 485
78	 5	 7.41525	 4.775	 96	 64038.4	 67558.8	 61573.1	 0.614401	 2	 490
79	 5	 7.4022	 4.15	 96	 64415	 67558.8	 61714.1	 0.614401	 2	 495
80	 3	 7.35528	 4.725	 96	 64689.9	 67558.8	 61835.8	 0.614401	 2	 498
81	 5	 7.2979	 4.775	 96	 64980.7	 67558.8	 61927.6	 0.614401	 2	 503
82	 4	 7.26848	 5.075	 96	 65353.4	 67558.8	 62058.4	 0.614401	 2	 507
83	 5	 7.15587	 4.575	 96	 65639.1	 67558.8	 62224.8	 0.614401	 2	 512
84	 5	 7.14346	 4.95	 96	 65852.4	 67558.8	 62521.5	 0.614401	 2	 517
85	 5	 7.17625	 4.65	 96	 66094.1	 69360.2	 64062.3	 0.652961	 2	 522
86	 6	 7.20491	 4.625	 96	 66318.2	 69360.2	 64685.6	 0.652961	 2	 528
87	 4	 7.24915	 5.025	 96	 66404.2	 69360.2	 65124.8	 0.652961	 2	 532
88	 6	 7.27991	 4.85	 96	 66492.7	 69360.2	 65520.6	 0.652961	 2	 538
89	 4	 7.30032	 5.575	 96	 66532.2	 69360.2	 65575.5	 0.652961	 2	 542
90	 6	 7.32399	 6.225	 96	 66569.7	 69360.2	 65648.3	 0.652961	 2	 548
91	 5	 7.34924	 6.05	 96	 66637.3	 69360.2	 65700.4	 0.652961	 2	 553
92	 6	 7.39537	 6.25	 96	 66701.4	 69360.2	 65765.7	 0.587665	 2	 559
93	 5	 7.4106	 5.875	 96	 66774	 69360.2	 65833.6	 0.587665	 2	 564
94	 4	 7.45218	 5.975	 96	 66840.4	 69360.2	 65890.8	 0.587665	 2	 568
95	 6	 7.48091	 6.375	 96	 66894.7	 69360.2	 66037.8	 0.587665	 2	 574
96	 5	 7.49908	 5.725	 96	 66990.8	 69360.2	 66101.6	 0.587665	 2	 579
97	 4	 7.50811	 5.65	 96	 67099.3	 69360.2	 66137.2	 0.587665	 2	 583
98	 4	 7.52229	 6.1	 96	 67101.9	 69360.2	 66142.2	 0.528898	 2	 587
99	 5	 7.52599	 6.25	 96	 67161.7	 69360.2	 66241.5	 0.528898	 2	 592
100	 6	 7.54004	 6.5	 96	 67233.3	 69360.2	 66508.6	 0.476008	 2	 598
101	 7	 7.57705	 6.425	 96	 67268.9	 69360.2	 66651.7	 0.476008	 2	 605
102	 5	 7.57022	 7	 96	 67336.6	 69360.2	 66728.4	 0.476008	 2	 610
103	 7	 7.57878	 7.25	 96	 67357.6	 69360.2	 66782.9	 0.476008	 2	 617
104	 4	 7.58611	 7.175	 96	 67394.3	 69360.2	 66790.3	 0.476008	 2	 621
105	 5	 7.57141	 6.9	 96	 67424.3	 69360.2	 66924.9	 0.476008	 2	 626
106	 5	 7.56707	 6.975	 96	 67482.5	 69360.2	 66932.4	 0.476008	 2	 631
107	 5	 7.58193	 7.675	 96	 67483.1	 69360.2	 66937.9	 0.428408	 2	 636
108	 7	 7.58193	 8.425	 96	 67483.1	 69360.2	 66937.9	 0.385567	 2	 643
109	 5	 7.57612	 7.775	 96	 67500.1	 69360.2	 66947.2	 0.385567	 2	 648
110	 2	 7.57665	 7.925	 96	 67501.2	 69360.2	 66955.8	 0.34701	 2	 650
111	 4	 7.56747	 8.575	 96	 67509.7	 69360.2	 66986.9	 0.312309	 2	 654
112	 6	 7.57037	 8.725	 96	 67517.8	 69360.2	 66994.6	 0.312309	 2	 660
113	 5	 7.56975	 9.3	 96	 67579.9	 69360.2	 67020.1	 0.312309	 2	 665
114	 7	 7.56975	 10.05	 96	 67579.9	 69360.2	 67020.1	 0.281078	 2	 672
115	 4	 7.55531	 10.525	 96	 67607.2	 69360.2	 67064.1	 0.25297	 2	 676
116	 5	 7.51241	 10.025	 96	 67643	 69360.2	 67103.2	 0.25297	 2	 681
117	 5	 7.51315	 9.475	 96	 67668.2	 69360.2	 67137.5	 0.25297	 2	 686
118	 5	 7.52338	 9.4	 96	 67689.6	 69360.2	 67191.9	 0.25297	 2	 691
119	 3	 7.52373	 9.275	 96	 67716.8	 69360.2	 67213.1	 0.227673	 2	 694
120	 5	 7.52373	 10.025	 96	 67716.8	 69360.2	 67213.1	 0.204906	 2	 699
121	 5	 7.50813	 10.1	 96	 67742.1	 69360.2	 67232.6	 0.204906	 2	 704
122	 6	 7.49292	 9.55	 96	 67801.6	 69360.2	 67295.2	 0.184415	 2	 710
123	 7	 7.47903	 9.3	 96	 67827.3	 69360.2	 67305.2	 0.184415	 2	 717
124	 5	 7.46533	 9.05	 96	 67892	 69360.2	 67339.8	 0.184415	 2	 722
125	 3	 7.44525	 8.4	 96	 67904.5	 69360.2	 67354.6	 0.184415	 2	 725
126	 5	 7.42292	 8.55	 96	 67928.4	 69360.2	 67376.2	 0.184415	 2	 730
127	 4	 7.41791	 8.575	 96	 67942.7	 69360.2	 67388.8	 0.184415	 2	 734
128	 7	 7.39584	 7.975	 96	 67989.7	 69360.2	 67420.4	 0.184415	 2	 741
129	 6	 7.38057	 7.175	 96	 68076.4	 69360.2	 67454.6	 0.184415	 2	 747
130	 6	 7.39141	 7.65	 96	 68126.6	 69360.2	 67466.5	 0.184415	 2	 753
131	 6	 7.32959	 7.4	 96	 68159.6	 69360.2	 67549.6	 0.184415	 2	 759
132	 5	 7.31855	 6.375	 96	 68205.1	 69360.2	 67575.4	 0.184415	 2	 764
133	 6	 7.33188	 5.35	 96	 68337.1	 69626.9	 67671.9	 0.265974	 2	 770
134	 6	 7.32184	 5.375	 96	 68367.1	 69626.9	 67738.6	 0.239377	 2	 776
135	 6	 7.27677	 4.45	 96	 68463.9	 69626.9	 67875.4	 0.239377	 2	 782
136	 4	 7.27551	 4.975	 96	 68492	 69626.9	 67897.9	 0.239377	 2	 786
137	 4	 7.2743	 4.7	 96	 68566.3	 69626.9	 68014.6	 0.239377	 2	 790
138	 6	 7.24479	 5.325	 96	 68568	 69626.9	 68015.2	 0.215439	 2	 796
139	 3	 7.23586	 5.45	 96	 68638.6	 69626.9	 68119.9	 0.215439	 2	 799
140	 5	 7.2032	 5.4	 96	 68657.2	 69626.9	 68155.2	 0.215439	 2	 804
141	 4	 7.19939	 5.675	 96	 68674.1	 69626.9	 68235.1	 0.215439	 2	 808
142	 5	 7.21094	 5.7	 96	 68716.1	 69626.9	 68244.1	 0.215439	 2	 813
143	 4	 7.21315	 5.5	 96	 68734.8	 69626.9	 68292.1	 0.215439	 2	 817
144	 6	 7.22008	 5.375	 96	 68779.2	 69626.9	 68312.6	 0.215439	 2	 823
145	 4	 7.22561	 5.65	 96	 68800.2	 69626.9	 68361.1	 0.215439	 2	 827
146	 7	 7.22561	 6.4	 96	 68800.2	 69626.9	 68361.1	 0.193895	 2	 834
147	 6	 7.23508	 6.4	 96	 68812.9	 69626.9	 68383.8	 0.193895	 2	 840
148	 4	 7.24004	 6.325	 96	 68837.4	 69626.9	 68424.9	 0.193895	 2	 844
149	 6	 7.24082	 6.55	 96	 68906	 69962.4	 68467.8	 0.274505	 2	 850
150	 3	 7.25643	 6.7	 96	 68944.6	 69962.4	 68489.9	 0.247055	 2	 853
151	 5	 7.26243	 7.1	 96	 68960.8	 69962.4	 68510.4	 0.247055	 2	 858
152	 5	 7.25959	 7.55	 96	 68971.7	 69962.4	 68558.8	 0.247055	 2	 863
153	 5	 7.26111	 7.8	 96	 68994.6	 69962.4	 68601.9	 0.247055	 2	 868
154	 5	 7.26191	 7.45	 96	 69027.8	 69962.4	 68656.6	 0.247055	 2	 873
155	 4	 7.26847	 7.25	 96	 69051	 69962.4	 68677.2	 0.222349	 2	 877
156	 4	 7.26847	 8	 96	 69051	 69962.4	 68677.2	 0.200114	 2	 881
157	 4	 7.2684	 8.5	 96	 69056.4	 69962.4	 68682.6	 0.180103	 2	 885
158	 6	 7.2711	 8.35	 96	 69076.1	 69962.4	 68720.2	 0.180103	 2	 891
159	 6	 7.2664	 8.95	 96	 69080.5	 69962.4	 68738.7	 0.162093	 2	 897
160	 6	 7.26256	 9.525	 96	 69088.9	 69962.4	 68756.1	 0.162093	 2	 903
161	 6	 7.27695	 8.95	 96	 69106	 69962.4	 68788.4	 0.162093	 2	 909
162	 5	 7.2815	 8.775	 96	 69141.7	 69962.4	 68839.8	 0.162093	 2	 914
163	 4	 7.2815	 9.525	 96	 69141.7	 69962.4	 68839.8	 0.145883	 2	 918
164	 5	 7.28157	 9.5	 96	 69174.9	 69962.4	 68885.9	 0.145883	 2	 923
165	 4	 7.31353	 9.35	 96	 69211.4	 69962.4	 68912.6	 0.131295	 2	 927
166	 5	 7.31519	 8.7	 96	 69225.9	 69962.4	 68924.6	 0.131295	 2	 932
167	 4	 7.32458	 7.675	 96	 69262.9	 69962.4	 68967	 0.131295	 2	 936
168	 5	 7.3316	 7.6	 96	 69292	 69962.4	 68973.4	 0.131295	 2	 941
169	 6	 7.36173	 7.725	 96	 69310.2	 69962.4	 68984.6	 0.131295	 2	 947
170	 4	 7.38886	 7.15	 96	 69337.3	 69962.4	 69006.7	 0.131295	 2	 951
171	 5	 7.4075	 5.875	 96	 69390.8	 70103.2	 69054.4	 0.218166	 2	 956
172	 6	 7.41833	 5.625	 96	 69415	 70103.2	 69107.6	 0.218166	 2	 962
173	 4	 7.41397	 5.225	 96	 69461	 70103.2	 69140.2	 0.218166	 2	 966
174	 6	 7.3974	 4.2	 96	 69524.1	 70103.2	 69213.8	 0.218166	 2	 972
175	 5	 7.4173	 4.45	 96	 69544.4	 70103.2	 69226.5	 0.218166	 2	 977
176	 5	 7.41299	 4.375	 96	 69577	 70103.2	 69245.6	 0.218166	 2	 982
177	 6	 7.41151	 4.675	 96	 69595.6	 70103.2	 69268.1	 0.218166	 2	 988
178	 7	 7.39433	 5.05	 96	 69609.9	 70103.2	 69289.2	 0.218166	 2	 995
179	 5	 7.3962	 5.025	 96	 69629.7	 70103.2	 69360.2	 0.218166	 2	 1000
180	 5	 7.37698	 5.025	 96	 69659.1	 70103.2	 69384.9	 0.218166	 2	 1005
181	 3	 7.37002	 5.275	 96	 69675.3	 70103.2	 69407.9	 0.218166	 2	 1008
182	 5	 7.33774	 5.35	 96	 69706.3	 70194.3	 69429.6	 0.296349	 2	 1013
183	 5	 7.32693	 5.625	 96	 69733.1	 70194.3	 69459.4	 0.296349	 2	 1018
184	 4	 7.31597	 5.825	 96	 69745.1	 70194.3	 69491.7	 0.296349	 2	 1022
185	 7	 7.29462	 6.25	 96	 69758.2	 70194.3	 69498	 0.266714	 2	 1029
186	 5	 7.28992	 6	 96	 69788.9	 70194.3	 69532.1	 0.266714	 2	 1034
187	 5	 7.27477	 5.85	 96	 69795.1	 70194.3	 69577.1	 0.266714	 2	 1039
188	 6	 7.29007	 5.825	 96	 69800.9	 70194.3	 69594.8	 0.266714	 2	 1045
189	 5	 7.29007	 6.575	 96	 69800.9	 70194.3	 69594.8	 0.240043	 2	 1050
190	 7	 7.29338	 6.85	 96	 69806.4	 70194.3	 69614.2	 0.240043	 2	 1057
191	 6	 7.32217	 6.925	 96	 69815.4	 70194.3	 69626.9	 0.240043	 2	 1063
192	 5	 7.33825	 6.875	 96	 69837.5	 70270.4	 69646.2	 0.316038	 2	 1068
193	 4	 7.3472	 7.1	 96	 69852	 70270.4	 69653.3	 0.316038	 2	 1072
194	 4	 7.3472	 7.85	 96	 69852	 70270.4	 69653.3	 0.284435	 2	 1076
195	 5	 7.34232	 7.625	 96	 69874.2	 70270.4	 69669.2	 0.284435	 2	 1081
196	 6	 7.34428	 7.6	 96	 69892.9	 70270.4	 69687.2	 0.284435	 2	 1087
197	 4	 7.34428	 8.35	 96	 69892.9	 70270.4	 69687.2	 0.255991	 2	 1091
198	 4	 7.3443	 8.6	 96	 69901.9	 70270.4	 69701.9	 0.230392	 2	 1095
199	 6	 7.31859	 8.2	 96	 69940.6	 70545.8	 69737.9	 0.307353	 2	 1101
200	 4	 7.31934	 8.3	 96	 69949.7	 70545.8	 69759.1	 0.276618	 2	 1105
201	 4	 7.33097	 7.9	 96	 69958.5	 70545.8	 69763.9	 0.276618	 2	 1109
202	 5	 7.36155	 8.1	 96	 69971.8	 70545.8	 69781.9	 0.248956	 2	 1114
203	 3	 7.36049	 8.675	 96	 69974.6	 70545.8	 69788.2	 0.248956	 2	 1117
204	 7	 7.36517	 8.25	 96	 69979.7	 70545.8	 69791.1	 0.248956	 2	 1124
205	 3	 7.36517	 9	 96	 69979.7	 70545.8	 69791.1	 0.22406	 2	 1127
206	 7	 7.33389	 8.425	 96	 69992.3	 70545.8	 69825.6	 0.22406	 2	 1134
207	 3	 7.36888	 8.525	 96	 70000.7	 70545.8	 69849.2	 0.201654	 2	 1137
208	 6	 7.37648	 8.55	 96	 70041.4	 70850.6	 69852.6	 0.281489	 2	 1143
209	 8	 7.39651	 8.95	 96	 70053.2	 70850.6	 69863.9	 0.281489	 2	 1151
210	 5	 7.37493	 9.025	 96	 70056.6	 70850.6	 69865.6	 0.281489	 2	 1156
211	 6	 7.40736	 8.75	 96	 70070.3	 70850.6	 69874.9	 0.281489	 2	 1162
212	 8	 7.4129	 8.325	 96	 70084.2	 70850.6	 69882.8	 0.281489	 2	 1170
213	 4	 7.41653	 8.025	 96	 70090.1	 70850.6	 69895.1	 0.281489	 2	 1174
214	 7	 7.41727	 7.775	 96	 70111.7	 70850.6	 69905	 0.281489	 2	 1181
215	 6	 7.44079	 7.55	 96	 70124.8	 70850.6	 69928.1	 0.281489	 2	 1187
216	 7	 7.46125	 7.4	 96	 70140	 70850.6	 69945.5	 0.25334	 2	 1194
217	 6	 7.4648	 7.55	 96	 70148	 70850.6	 69949.4	 0.25334	 2	 1200
218	 9	 7.48705	 6.05	 96	 70197.6	 70850.6	 69968.6	 0.25334	 2	 1209
219	 5	 7.48614	 6.35	 96	 70199.3	 70850.6	 69984.1	 0.228006	 2	 1214
220	 4	 7.48837	 6.775	 96	 70210.3	 70850.6	 70001.9	 0.205205	 2	 1218
221	 7	 7.50045	 6.875	 96	 70245.2	 71074.9	 70002.7	 0.284685	 2	 1225
222	 8	 7.49983	 6.8	 96	 70280.2	 71074.9	 70012.8	 0.284685	 2	 1233
223	 5	 7.49827	 7.15	 96	 70284.7	 71074.9	 70014	 0.256216	 2	 1238
224	 9	 7.50787	 5.825	 96	 70327.7	 71288.8	 70033.9	 0.330595	 2	 1247
225	 6	 7.50787	 6.575	 96	 70327.7	 71288.8	 70033.9	 0.297535	 2	 1253
226	 9	 7.50209	 6.2	 96	 70385.6	 71288.8	 70041.2	 0.297535	 2	 1262
