# generation	 generation_size	 entropy	 age_avg	 size_avg	 fitness_avg	 fitness_max	 fitness_min	 sigma	 tau	 evaluations
94	 3	 9.13653	 7.775	 386	 95492.6	 97104.4	 94950.6	 0.33312	 2	 638
95	 9	 9.13758	 7.85	 386	 95601.7	 97231	 94965.2	 0.399808	 2	 647
96	 3	 9.13996	 8.025	 386	 95619.3	 97231	 94971.1	 0.359828	 2	 650
97	 7	 9.13813	 7.225	 386	 95648.1	 97231	 95003.4	 0.359828	 2	 657
98	 8	 9.13874	 7.75	 386	 95651.6	 97231	 95042.6	 0.323845	 2	 665
99	 7	 9.13991	 7.875	 386	 95691.9	 97231	 95049.4	 0.323845	 2	 672
100	 7	 9.13991	 8.625	 386	 95691.9	 97231	 95049.4	 0.29146	 2	 679
101	 6	 9.14275	 8.75	 386	 95698.9	 97231	 95076.3	 0.262314	 2	 685
102	 5	 9.14275	 9.5	 386	 95698.9	 97231	 95076.3	 0.236083	 2	 690
103	 7	 9.14267	 10.1	 386	 95704.9	 97231	 95110.4	 0.212475	 2	 697
104	 7	 9.14139	 9.95	 386	 95757.5	 97231	 95187.5	 0.212475	 2	 704
105	 6	 9.14255	 10.4	 386	 95764	 97231	 95205.4	 0.191227	 2	 710
106	 6	 9.14733	 10.725	 386	 95776.6	 97231	 95263.4	 0.172104	 2	 716
107	 5	 9.15105	 10.5	 386	 95782.2	 97231	 95316.7	 0.154894	 2	 721
108	 6	 9.14957	 10.95	 386	 95808.8	 97231	 95336.9	 0.139405	 2	 727
109	 7	 9.14911	 11.225	 386	 95821.5	 97231	 95342.4	 0.125464	 2	 734
110	 4	 9.14701	 11.9	 386	 95842.6	 97231	 95380.1	 0.125464	 2	 738
111	 6	 9.14549	 11.575	 386	 95890	 97231	 95487.6	 0.125464	 2	 744
112	 6	 9.14789	 12.3	 386	 95901.3	 97231	 95495.9	 0.125464	 2	 750
113	 4	 9.14793	 12.35	 386	 95903.9	 97231	 95508.2	 0.112918	 2	 754
114	 10	 9.1482	 11.275	 386	 95956.9	 97231	 95544.9	 0.112918	 2	 764
115	 6	 9.15112	 9.5	 386	 95988.3	 97231	 95578.4	 0.112918	 2	 770
116	 8	 9.15251	 9.475	 386	 95989.5	 97231	 95600.1	 0.101626	 2	 778
117	 6	 9.15448	 10.125	 386	 96008.4	 97231	 95615.6	 0.101626	 2	 784
118	 6	 9.15448	 10.875	 386	 96008.4	 97231	 95615.6	 0.0914633	 2	 790
119	 9	 9.15482	 10.025	 386	 96029.5	 97231	 95626.3	 0.0914633	 2	 799
120	 6	 9.15464	 10.675	 386	 96044.7	 97231	 95632.6	 0.0914633	 2	 805
121	 6	 9.15464	 11.425	 386	 96044.7	 97231	 95632.6	 0.082317	 2	 811
122	 6	 9.15016	 10.65	 386	 96058.7	 97231	 95668.8	 0.082317	 2	 817
123	 7	 9.14923	 10.725	 386	 96071.8	 97231	 95678.1	 0.082317	 2	 824
124	 5	 9.14866	 10.975	 386	 96086.2	 97231	 95698.8	 0.082317	 2	 829
125	 7	 9.14921	 10.875	 386	 96123.6	 97231	 95707.8	 0.082317	 2	 836
126	 5	 9.14793	 10.575	 386	 96154.2	 97231	 95710.6	 0.082317	 2	 841
127	 6	 9.14786	 10.525	 386	 96160.3	 97231	 95729.1	 0.082317	 2	 847
128	 7	 9.15038	 9.675	 386	 96185.3	 97231	 95736	 0.082317	 2	 854
129	 6	 9.15174	 9.65	 386	 96188.2	 97231	 95773.9	 0.0740853	 2	 860
130	 4	 9.15174	 10.4	 386	 96188.2	 97231	 95773.9	 0.0666768	 2	 864
131	 8	 9.15174	 11.15	 386	 96188.2	 97231	 95773.9	 0.0600091	 2	 872
132	 5	 9.15174	 11.9	 386	 96188.2	 97231	 95773.9	 0.0540082	 2	 877
133	 8	 9.15174	 12.65	 386	 96188.2	 97231	 95773.9	 0.0486074	 2	 885
134	 5	 9.15174	 13.4	 386	 96188.2	 97231	 95773.9	 0.0437466	 2	 890
135	 6	 9.14978	 13	 386	 96207.9	 97231	 95780.6	 0.039372	 2	 896
136	 7	 9.1419	 12.825	 386	 96211.3	 97231	 95815.1	 0.0354348	 2	 903
137	 8	 9.13817	 12.1	 386	 96270.4	 97605.8	 95878.2	 0.131891	 2	 911
138	 6	 9.13909	 12.525	 386	 96282.2	 97605.8	 95884.5	 0.131891	 2	 917
139	 7	 9.13714	 11.7	 386	 96341.4	 97605.8	 95901.7	 0.131891	 2	 924
140	 6	 9.13858	 11.65	 386	 96356.2	 97605.8	 95906.8	 0.131891	 2	 930
141	 4	 9.13858	 12.4	 386	 96356.2	 97605.8	 95906.8	 0.118702	 2	 934
142	 4	 9.13841	 12.35	 386	 96423.8	 98610.4	 95914.1	 0.206832	 2	 938
143	 6	 9.14062	 12.925	 386	 96439.2	 98610.4	 95930.8	 0.206832	 2	 944
144	 8	 9.14062	 13.675	 386	 96439.2	 98610.4	 95930.8	 0.186149	 2	 952
145	 9	 9.13587	 12	 386	 96452.2	 98610.4	 95946.6	 0.167534	 2	 961
146	 6	 9.13504	 11.8	 386	 96482.8	 98610.4	 95973.1	 0.15078	 2	 967
147	 7	 9.13807	 11.6	 386	 96489.9	 98610.4	 96010.2	 0.135702	 2	 974
148	 4	 9.13807	 12.35	 386	 96489.9	 98610.4	 96010.2	 0.122132	 2	 978
149	 8	 9.13361	 11.3	 386	 96518.7	 98610.4	 96060.9	 0.109919	 2	 986
150	 9	 9.13373	 11.725	 386	 96541.6	 98610.4	 96088	 0.109919	 2	 995
151	 7	 9.13259	 11.575	 386	 96570.6	 98610.4	 96091	 0.109919	 2	 1002
152	 7	 9.12345	 10.625	 386	 96623.4	 98610.4	 96120.7	 0.109919	 2	 1009
153	 7	 9.12466	 11.025	 386	 96644.6	 98610.4	 96129.9	 0.0989271	 2	 1016
154	 6	 9.12488	 10.975	 386	 96687.7	 98610.4	 96135.9	 0.0989271	 2	 1022
155	 9	 9.12512	 9.6	 386	 96708.1	 98610.4	 96192.2	 0.0989271	 2	 1031
156	 5	 9.12512	 10.35	 386	 96708.1	 98610.4	 96192.2	 0.0890344	 2	 1036
157	 8	 9.11887	 9.05	 386	 96737	 98610.4	 96230.7	 0.0890344	 2	 1044
158	 7	 9.11887	 9.8	 386	 96737	 98610.4	 96230.7	 0.0801309	 2	 1051
159	 9	 9.11492	 9.375	 386	 96797.9	 98610.4	 96254.4	 0.0801309	 2	 1060
160	 6	 9.1153	 9.15	 386	 96847.1	 98610.4	 96279.1	 0.0801309	 2	 1066
161	 5	 9.11746	 9.375	 386	 96877.9	 98610.4	 96348.8	 0.0801309	 2	 1071
162	 7	 9.11746	 10.125	 386	 96877.9	 98610.4	 96348.8	 0.0721178	 2	 1078
163	 7	 9.11529	 9.375	 386	 96882.3	 98610.4	 96353.4	 0.0649061	 2	 1085
164	 8	 9.10868	 9.05	 386	 96914.7	 98610.4	 96392.3	 0.0649061	 2	 1093
165	 8	 9.10926	 9.25	 386	 96936.3	 98610.4	 96415.9	 0.0649061	 2	 1101
166	 8	 9.10419	 8.6	 386	 96964.6	 98610.4	 96483.6	 0.0584155	 2	 1109
167	 6	 9.10419	 9.35	 386	 96964.6	 98610.4	 96483.6	 0.0525739	 2	 1115
168	 8	 9.10419	 10.1	 386	 96964.6	 98610.4	 96483.6	 0.0473165	 2	 1123
169	 5	 9.10419	 10.85	 386	 96964.6	 98610.4	 96483.6	 0.0425849	 2	 1128
170	 7	 9.10419	 11.6	 386	 96964.6	 98610.4	 96483.6	 0.0383264	 2	 1135
171	 7	 9.10419	 12.35	 386	 96964.6	 98610.4	 96483.6	 0.0344937	 2	 1142
172	 5	 9.10472	 12.875	 386	 96973.7	 98610.4	 96494	 0.0310444	 2	 1147
173	 7	 9.10411	 12.775	 386	 96985.4	 98610.4	 96494.3	 0.0279399	 2	 1154
174	 7	 9.10535	 12.35	 386	 96987.9	 98610.4	 96502.9	 0.0279399	 2	 1161
175	 7	 9.10535	 13.1	 386	 96987.9	 98610.4	 96502.9	 0.0251459	 2	 1168
176	 6	 9.1052	 13.175	 386	 96994.6	 98610.4	 96529.4	 0.0251459	 2	 1174
177	 4	 9.1052	 13.925	 386	 96994.6	 98610.4	 96529.4	 0.0226313	 2	 1178
178	 9	 9.10507	 13.95	 386	 97003	 98610.4	 96530	 0.0226313	 2	 1187
179	 7	 9.10507	 14.7	 386	 97003	 98610.4	 96530	 0.0203682	 2	 1194
180	 9	 9.10096	 14.525	 386	 97014.4	 98610.4	 96530.3	 0.0183314	 2	 1203
181	 8	 9.10054	 15.1	 386	 97020.5	 98610.4	 96549.7	 0.0164982	 2	 1211
182	 7	 9.10054	 15.85	 386	 97020.5	 98610.4	 96549.7	 0.0148484	 2	 1218
183	 6	 9.10054	 16.6	 386	 97020.5	 98610.4	 96549.7	 0.0133636	 2	 1224
184	 4	 9.10054	 17.35	 386	 97020.5	 98610.4	 96549.7	 0.0120272	 2	 1228
185	 6	 9.0998	 17.3	 386	 97073.6	 98610.4	 96578.4	 0.0120272	 2	 1234
186	 6	 9.10043	 16.325	 386	 97099.9	 98610.4	 96629.1	 0.0120272	 2	 1240
187	 6	 9.10043	 17.075	 386	 97099.9	 98610.4	 96629.1	 0.0108245	 2	 1246
188	 3	 9.09135	 16.675	 386	 97117.4	 98610.4	 96643.2	 0.00974205	 2	 1249
189	 10	 9.09135	 17.425	 386	 97117.4	 98610.4	 96643.2	 0.00876785	 2	 1259
190	 7	 9.09135	 18.175	 386	 97117.4	 98610.4	 96643.2	 0.00789106	 2	 1266
191	 5	 9.09103	 18.275	 386	 97121.4	 98610.4	 96653.5	 0.00710196	 2	 1271
192	 8	 9.09103	 19.025	 386	 97121.4	 98610.4	 96653.5	 0.00639176	 2	 1279
193	 6	 9.09199	 18.7	 386	 97146.3	 98610.4	 96667.7	 0.00639176	 2	 1285
194	 6	 9.09213	 18.525	 386	 97151.5	 98610.4	 96720.9	 0.00575258	 2	 1291
195	 6	 9.09213	 19.275	 386	 97151.5	 98610.4	 96720.9	 0.00517733	 2	 1297
196	 7	 9.0917	 19	 386	 97153.8	 98610.4	 96741.6	 0.00465959	 2	 1304
197	 8	 9.0944	 17.825	 386	 97174.7	 98610.4	 96772.8	 0.00419363	 2	 1312
198	 5	 9.0944	 18.575	 386	 97174.7	 98610.4	 96772.8	 0.00377427	 2	 1317
199	 6	 9.09678	 18.75	 386	 97180.3	 98610.4	 96775.3	 0.00339684	 2	 1323
200	 7	 9.09678	 19.5	 386	 97180.3	 98610.4	 96775.3	 0.00305716	 2	 1330
201	 6	 9.09678	 20.25	 386	 97180.3	 98610.4	 96775.3	 0.00275144	 2	 1336
202	 5	 9.09678	 21	 386	 97180.3	 98610.4	 96775.3	 0.0024763	 2	 1341
203	 6	 9.09678	 21.75	 386	 97180.3	 98610.4	 96775.3	 0.00222867	 2	 1347
204	 6	 9.09844	 21.925	 386	 97200.8	 98610.4	 96780.8	 0.00222867	 2	 1353
205	 5	 9.09844	 22.675	 386	 97200.8	 98610.4	 96780.8	 0.0020058	 2	 1358
206	 5	 9.09844	 23.425	 386	 97200.8	 98610.4	 96780.8	 0.00180522	 2	 1363
207	 6	 9.09844	 24.175	 386	 97200.8	 98610.4	 96780.8	 0.0016247	 2	 1369
208	 6	 9.0991	 23.4	 386	 97252.5	 98610.4	 96812.4	 0.0016247	 2	 1375
209	 7	 9.09978	 23.825	 386	 97269.9	 98610.4	 96826.9	 0.00146223	 2	 1382
210	 8	 9.09978	 24.575	 386	 97269.9	 98610.4	 96826.9	 0.00131601	 2	 1390
211	 3	 9.09978	 25.325	 386	 97269.9	 98610.4	 96826.9	 0.00118441	 2	 1393
212	 8	 9.09627	 23.075	 386	 97291.1	 98610.4	 96849.2	 0.00118441	 2	 1401
213	 6	 9.09659	 22.8	 386	 97298.3	 98610.4	 96865.7	 0.00106597	 2	 1407
214	 8	 9.09659	 23.55	 386	 97298.3	 98610.4	 96865.7	 0.000959369	 2	 1415
215	 7	 9.09659	 24.3	 386	 97298.3	 98610.4	 96865.7	 0.000863432	 2	 1422
216	 7	 9.09659	 25.05	 386	 97298.3	 98610.4	 96865.7	 0.000777089	 2	 1429
217	 9	 9.09659	 25.8	 386	 97298.3	 98610.4	 96865.7	 0.00069938	 2	 1438
218	 7	 9.09659	 26.55	 386	 97298.3	 98610.4	 96865.7	 0.000629442	 2	 1445
219	 6	 9.09659	 27.3	 386	 97298.3	 98610.4	 96865.7	 0.000566498	 2	 1451
220	 8	 9.09659	 28.05	 386	 97298.3	 98610.4	 96865.7	 0.000509848	 2	 1459
221	 7	 9.09655	 27.05	 386	 97311.9	 98610.4	 96874.6	 0.000458863	 2	 1466
