# generation	 generation_size	 entropy	 age_avg	 size_avg	 fitness_avg	 fitness_max	 fitness_min	 sigma	 tau	 evaluations
121	 2	 7.47541	 5.325	 386	 13430.8	 13655.1	 13368.3	 0.192116	 2	 630
122	 4	 7.47507	 5.625	 386	 13434.6	 13655.1	 13370.1	 0.192116	 2	 634
123	 4	 7.47784	 5.95	 386	 13438.8	 13655.1	 13373.7	 0.172904	 2	 638
124	 2	 7.47546	 6.65	 386	 13438.9	 13655.1	 13377.2	 0.155614	 2	 640
125	 5	 7.47571	 6.7	 386	 13445.8	 13655.1	 13385.8	 0.155614	 2	 645
126	 3	 7.4802	 6.975	 386	 13448.9	 13655.1	 13385.9	 0.140052	 2	 648
127	 3	 7.47882	 7.625	 386	 13450	 13655.1	 13386.3	 0.126047	 2	 651
128	 4	 7.4785	 7.475	 386	 13450.6	 13655.1	 13391.9	 0.113442	 2	 655
129	 5	 7.48039	 7.775	 386	 13452.6	 13655.1	 13391.9	 0.113442	 2	 660
130	 6	 7.47983	 7.275	 386	 13462.4	 13681.5	 13398.7	 0.202098	 2	 666
131	 7	 7.47831	 7.95	 386	 13462.6	 13681.5	 13398.8	 0.181888	 2	 673
132	 6	 7.4784	 7.875	 386	 13463.9	 13681.5	 13401.9	 0.181888	 2	 679
133	 5	 7.48431	 8.175	 386	 13468.9	 13681.5	 13409.8	 0.181888	 2	 684
134	 5	 7.48315	 8.45	 386	 13475.3	 13681.5	 13409.9	 0.181888	 2	 689
135	 4	 7.48553	 8.175	 386	 13485.8	 13731.3	 13415	 0.2637	 2	 693
136	 5	 7.48618	 8.25	 386	 13494.8	 13731.3	 13420.9	 0.2637	 2	 698
137	 6	 7.48842	 8.525	 386	 13502.7	 13731.3	 13425.5	 0.2637	 2	 704
138	 6	 7.49119	 8.675	 386	 13505.6	 13731.3	 13426.8	 0.23733	 2	 710
139	 8	 7.48908	 7.675	 386	 13509.8	 13731.3	 13434.8	 0.213597	 2	 718
140	 7	 7.48734	 7	 386	 13525.4	 13768.9	 13439.8	 0.292237	 2	 725
141	 5	 7.48547	 6.55	 386	 13528.8	 13768.9	 13445.4	 0.263013	 2	 730
142	 5	 7.48597	 6.75	 386	 13529	 13768.9	 13447.4	 0.236712	 2	 735
143	 7	 7.4812	 6.35	 386	 13539.3	 13768.9	 13452.1	 0.236712	 2	 742
144	 6	 7.48466	 6.1	 386	 13551.9	 13768.9	 13464.2	 0.236712	 2	 748
145	 6	 7.481	 5.85	 386	 13556.7	 13768.9	 13465.4	 0.213041	 2	 754
146	 5	 7.48326	 5.875	 386	 13561.1	 13768.9	 13469.9	 0.213041	 2	 759
147	 6	 7.47333	 5.15	 386	 13571.5	 13768.9	 13484.4	 0.213041	 2	 765
148	 4	 7.47619	 5	 386	 13581.2	 13768.9	 13490.2	 0.213041	 2	 769
149	 3	 7.47781	 4.875	 386	 13585.9	 13768.9	 13505.9	 0.191737	 2	 772
150	 3	 7.47825	 5.475	 386	 13590.1	 13768.9	 13506.9	 0.172563	 2	 775
151	 8	 7.47876	 5.2	 386	 13600.3	 13768.9	 13515.6	 0.172563	 2	 783
152	 2	 7.47905	 5.55	 386	 13602.7	 13768.9	 13517.9	 0.172563	 2	 785
153	 6	 7.4819	 5.35	 386	 13612.6	 13768.9	 13536.2	 0.172563	 2	 791
154	 5	 7.4858	 4.825	 386	 13618.1	 13768.9	 13543.4	 0.172563	 2	 796
155	 5	 7.48848	 4.95	 386	 13623.5	 13768.9	 13551.7	 0.155307	 2	 801
156	 7	 7.49165	 4.725	 386	 13633	 13768.9	 13557.4	 0.155307	 2	 808
157	 6	 7.48951	 4.925	 386	 13635.3	 13768.9	 13564.8	 0.139776	 2	 814
158	 8	 7.48876	 4.9	 386	 13642.6	 13768.9	 13568.1	 0.139776	 2	 822
159	 6	 7.48799	 5.25	 386	 13645	 13768.9	 13571.9	 0.125798	 2	 828
160	 7	 7.48861	 5	 386	 13658.3	 13768.9	 13594.3	 0.125798	 2	 835
161	 7	 7.48847	 5.075	 386	 13665.1	 13796.2	 13610.9	 0.213219	 2	 842
162	 3	 7.48847	 5.825	 386	 13665.1	 13796.2	 13610.9	 0.191897	 2	 845
163	 5	 7.48892	 6.175	 386	 13671.1	 13796.2	 13612.1	 0.191897	 2	 850
164	 4	 7.48891	 6.625	 386	 13672.6	 13796.2	 13616.1	 0.191897	 2	 854
165	 7	 7.48976	 6.575	 386	 13678.3	 13796.2	 13628.4	 0.191897	 2	 861
166	 4	 7.49084	 5.975	 386	 13681.5	 13796.2	 13637.2	 0.191897	 2	 865
167	 7	 7.49018	 6.35	 386	 13683.8	 13796.2	 13639.9	 0.191897	 2	 872
168	 6	 7.48983	 6.675	 386	 13685.8	 13796.2	 13644.1	 0.191897	 2	 878
169	 3	 7.48983	 7.425	 386	 13685.8	 13796.2	 13644.1	 0.172707	 2	 881
170	 4	 7.49001	 7.775	 386	 13688.1	 13796.2	 13648	 0.155436	 2	 885
171	 6	 7.48936	 7.5	 386	 13692.3	 13805.9	 13648.3	 0.239893	 2	 891
172	 5	 7.48959	 7.4	 386	 13693	 13805.9	 13651.4	 0.215903	 2	 896
173	 7	 7.49622	 6.575	 386	 13699.2	 13805.9	 13655.6	 0.215903	 2	 903
174	 4	 7.49925	 6.275	 386	 13705.6	 13805.9	 13662.8	 0.215903	 2	 907
175	 5	 7.50148	 6.55	 386	 13705.8	 13805.9	 13664.2	 0.194313	 2	 912
176	 4	 7.50263	 7.25	 386	 13706.2	 13805.9	 13664.4	 0.194313	 2	 916
177	 4	 7.5023	 6.925	 386	 13709.3	 13805.9	 13668.1	 0.194313	 2	 920
178	 5	 7.50101	 7.225	 386	 13709.3	 13805.9	 13669.3	 0.174882	 2	 925
179	 5	 7.50203	 7.8	 386	 13712.4	 13805.9	 13670	 0.174882	 2	 930
180	 8	 7.50167	 7.825	 386	 13715.6	 13805.9	 13671.4	 0.174882	 2	 938
181	 7	 7.50473	 7.375	 386	 13720.2	 13805.9	 13676.4	 0.174882	 2	 945
182	 7	 7.50444	 7.725	 386	 13724.5	 13848.2	 13677.1	 0.257394	 2	 952
183	 5	 7.50382	 8.1	 386	 13724.6	 13848.2	 13677.4	 0.231654	 2	 957
184	 8	 7.50576	 8.25	 386	 13726	 13848.2	 13678.6	 0.231654	 2	 965
185	 8	 7.50734	 8.075	 386	 13727.3	 13848.2	 13680.6	 0.208489	 2	 973
186	 6	 7.50723	 8.125	 386	 13728.8	 13848.2	 13682.6	 0.208489	 2	 979
187	 9	 7.50644	 8.55	 386	 13730.2	 13848.2	 13683.7	 0.18764	 2	 988
188	 7	 7.50722	 8.175	 386	 13731.2	 13848.2	 13686.9	 0.168876	 2	 995
189	 4	 7.5092	 8.35	 386	 13734.3	 13848.2	 13688.4	 0.168876	 2	 999
190	 6	 7.5092	 9.1	 386	 13734.3	 13848.2	 13688.4	 0.151988	 2	 1005
191	 7	 7.51024	 8.225	 386	 13741.2	 13848.2	 13694.2	 0.151988	 2	 1012
192	 4	 7.50856	 8.175	 386	 13750.1	 13935.1	 13695.1	 0.23679	 2	 1016
193	 9	 7.51177	 6.85	 386	 13755.1	 13935.1	 13698.2	 0.213111	 2	 1025
194	 9	 7.50996	 6.6	 386	 13760.5	 13935.1	 13710.1	 0.1918	 2	 1034
195	 6	 7.51246	 6.65	 386	 13763.6	 13935.1	 13713.4	 0.1918	 2	 1040
196	 5	 7.51169	 7.275	 386	 13766.7	 13935.1	 13714.9	 0.17262	 2	 1045
197	 8	 7.51155	 6.85	 386	 13769	 13935.1	 13718.3	 0.17262	 2	 1053
198	 8	 7.51317	 7.125	 386	 13771.6	 13935.1	 13722.9	 0.155358	 2	 1061
199	 9	 7.50955	 7.5	 386	 13774.1	 13935.1	 13729.1	 0.155358	 2	 1070
200	 4	 7.50859	 7.45	 386	 13777.8	 13935.1	 13731.1	 0.155358	 2	 1074
201	 4	 7.50742	 7.775	 386	 13778.8	 13935.1	 13731.3	 0.155358	 2	 1078
202	 5	 7.50812	 7.825	 386	 13779.5	 13935.1	 13737.1	 0.139822	 2	 1083
203	 8	 7.50824	 7.675	 386	 13780.8	 13935.1	 13739.8	 0.12584	 2	 1091
204	 7	 7.51019	 7.8	 386	 13780.8	 13935.1	 13740.9	 0.113256	 2	 1098
