# generation	 generation_size	 entropy	 age_avg	 size_avg	 fitness_avg	 fitness_max	 fitness_min	 sigma	 tau	 evaluations
31	 5	 8.6456	 4.425	 96	 55856.2	 64213.8	 53504.8	 0.616807	 2	 254
32	 7	 8.67505	 4.15	 96	 56160.5	 64213.8	 53709.4	 0.616807	 2	 261
33	 6	 8.67135	 4.1	 96	 56497.2	 64213.8	 53859.4	 0.616807	 2	 267
34	 5	 8.66036	 4.25	 96	 56805.9	 64213.8	 54104.1	 0.616807	 2	 272
35	 6	 8.66346	 4.4	 96	 57332.7	 67986	 54231.7	 0.655126	 2	 278
36	 6	 8.65592	 4.1	 96	 57795.9	 67986	 54620.2	 0.655126	 2	 284
37	 5	 8.65913	 4.175	 96	 58024.6	 67986	 54690.8	 0.655126	 2	 289
38	 9	 8.63054	 4.15	 96	 58289.6	 67986	 55880.6	 0.655126	 2	 298
39	 7	 8.65541	 3.95	 96	 58717.1	 68076.8	 56314.9	 0.689614	 2	 305
40	 8	 8.66423	 4.35	 96	 59293.8	 70173.5	 56643.8	 0.720652	 2	 313
41	 9	 8.63247	 4.375	 96	 59652.2	 70173.5	 56891.3	 0.720652	 2	 322
42	 7	 8.64096	 4.075	 96	 60613.8	 72683.6	 57271.7	 0.748587	 2	 329
43	 8	 8.62654	 4.05	 96	 61118.4	 73699.9	 57396.4	 0.773728	 2	 337
44	 9	 8.59062	 3.925	 96	 61694.2	 73699.9	 57495	 0.773728	 2	 346
45	 10	 8.56579	 4.4	 96	 61902.5	 73699.9	 57678.1	 0.773728	 2	 356
46	 9	 8.51892	 4.575	 96	 62222.8	 73699.9	 57701	 0.773728	 2	 365
47	 7	 8.49256	 4.7	 96	 62494.9	 73699.9	 57898.8	 0.773728	 2	 372
48	 9	 8.42052	 4.25	 96	 63433	 73699.9	 58097.5	 0.696355	 2	 381
49	 7	 8.38003	 4.65	 96	 63537.8	 73699.9	 58140.8	 0.62672	 2	 388
50	 6	 8.3722	 4.825	 96	 63806.5	 73699.9	 58314.3	 0.62672	 2	 394
51	 6	 8.32586	 4.95	 96	 64065.2	 73699.9	 58435.5	 0.62672	 2	 400
52	 6	 8.05313	 4.2	 96	 64898.6	 73699.9	 59036.1	 0.62672	 2	 406
53	 6	 8.04809	 4.625	 96	 65557.5	 73699.9	 59858.8	 0.62672	 2	 412
54	 9	 8.01944	 4.275	 96	 66308.8	 73699.9	 60919.2	 0.62672	 2	 421
55	 7	 8.01116	 4.375	 96	 66890.7	 73699.9	 61216.5	 0.62672	 2	 428
56	 5	 8.00512	 4.475	 96	 67345.9	 73699.9	 61482.4	 0.62672	 2	 433
57	 4	 8.0094	 4.475	 96	 67700.3	 73699.9	 64027.5	 0.62672	 2	 437
58	 9	 7.9671	 4.15	 96	 68318.3	 73699.9	 65155.8	 0.62672	 2	 446
59	 5	 7.94596	 4.725	 96	 68451.9	 73699.9	 65523.9	 0.62672	 2	 451
60	 3	 7.92251	 4.8	 96	 68576.3	 73699.9	 66922.4	 0.62672	 2	 454
61	 5	 7.92644	 5.075	 96	 68821.8	 73699.9	 67256.1	 0.62672	 2	 459
62	 9	 7.91901	 3.925	 96	 69313.8	 73699.9	 67683.4	 0.62672	 2	 468
63	 6	 7.90994	 4.175	 96	 69580.5	 73699.9	 67831	 0.62672	 2	 474
64	 7	 7.91053	 4.275	 96	 69755.2	 73699.9	 67961.5	 0.62672	 2	 481
65	 7	 7.9193	 4.875	 96	 69885.9	 73699.9	 67978.4	 0.62672	 2	 488
66	 7	 7.93784	 5.025	 96	 70163.2	 73699.9	 68041.8	 0.564048	 2	 495
67	 5	 7.9288	 5.7	 96	 70335.6	 74938.5	 68044.1	 0.607643	 2	 500
68	 4	 7.9595	 5.675	 96	 70455	 74938.5	 68068.7	 0.607643	 2	 504
69	 8	 7.97395	 5.675	 96	 70550.8	 74938.5	 68126.1	 0.607643	 2	 512
70	 7	 8.00159	 6.125	 96	 70719.4	 74938.5	 68199.2	 0.607643	 2	 519
71	 7	 8.00554	 5.725	 96	 71083	 74938.5	 68334.6	 0.607643	 2	 526
72	 7	 8.03598	 5.15	 96	 71607.1	 78947.8	 68493	 0.646879	 2	 533
73	 7	 8.03967	 4.85	 96	 71864.4	 78947.8	 68730	 0.582191	 2	 540
74	 7	 8.08971	 4.275	 96	 72621.4	 91074.9	 69455.3	 0.623972	 2	 547
75	 7	 8.08932	 4.5	 96	 72818.6	 91074.9	 69960.2	 0.623972	 2	 554
76	 7	 7.99517	 3.95	 96	 73336.9	 91074.9	 70388.5	 0.623972	 2	 561
77	 7	 8.01678	 4.05	 96	 74117.1	 91074.9	 70498.5	 0.561575	 2	 568
78	 7	 7.95556	 4.3	 96	 74305.5	 91074.9	 72272.9	 0.561575	 2	 575
79	 4	 7.96995	 3.675	 96	 74371.3	 91074.9	 72548.5	 0.561575	 2	 579
80	 5	 8.01739	 3.5	 96	 74613	 91074.9	 72678.5	 0.561575	 2	 584
81	 6	 8.04616	 3.925	 96	 75095.4	 91074.9	 72810.8	 0.561575	 2	 590
82	 7	 8.07418	 3.675	 96	 75963	 100077	 72966.3	 0.605417	 2	 597
83	 8	 8.08671	 3.775	 96	 76028.7	 100077	 73042.5	 0.605417	 2	 605
84	 6	 8.0927	 4.2	 96	 76067.8	 100077	 73072.2	 0.544875	 2	 611
85	 8	 8.07734	 4.025	 96	 76121.7	 100077	 73182.9	 0.544875	 2	 619
86	 6	 8.08201	 4.075	 96	 76162.4	 100077	 73274.9	 0.544875	 2	 625
87	 8	 8.08608	 4.125	 96	 76210.2	 100077	 73333.6	 0.544875	 2	 633
88	 10	 8.06935	 3.95	 96	 76269.6	 100077	 73388.6	 0.544875	 2	 643
89	 6	 8.08156	 3.975	 96	 77001.7	 100884	 73458.4	 0.590388	 2	 649
90	 7	 8.08771	 4.5	 96	 77142.9	 100884	 73479.8	 0.590388	 2	 656
91	 5	 8.10421	 5.125	 96	 77147.9	 100884	 73507.2	 0.590388	 2	 661
92	 7	 8.12263	 5.1	 96	 78000	 100884	 73633.8	 0.590388	 2	 668
93	 6	 8.11382	 4.975	 96	 78695.1	 100884	 73678.3	 0.590388	 2	 674
94	 5	 8.10204	 4.6	 96	 79710.4	 100884	 73799.2	 0.590388	 2	 679
95	 3	 8.12868	 4.975	 96	 80159.1	 100884	 73876.3	 0.590388	 2	 682
96	 8	 8.10312	 5.425	 96	 80722.4	 100884	 74057.6	 0.531349	 2	 690
97	 6	 8.10705	 5.225	 96	 81584	 101297	 74100.3	 0.578214	 2	 696
98	 4	 8.13335	 4.825	 96	 82670.8	 101297	 74229.5	 0.578214	 2	 700
99	 5	 8.14088	 5.175	 96	 83729	 101297	 74245.8	 0.520393	 2	 705
100	 7	 8.12267	 4.4	 96	 85226.4	 102716	 74364.2	 0.568354	 2	 712
101	 6	 8.08955	 4.15	 96	 87027.2	 102716	 74474.5	 0.568354	 2	 718
102	 8	 8.00766	 4.1	 96	 89431.5	 102716	 74938.5	 0.568354	 2	 726
103	 5	 7.90061	 3.875	 96	 92116.7	 102716	 77783.5	 0.568354	 2	 731
104	 4	 7.85835	 4.15	 96	 93007.4	 102716	 78578.8	 0.568354	 2	 735
105	 5	 7.81851	 4.55	 96	 94116.1	 102716	 78700.6	 0.511518	 2	 740
106	 9	 7.56747	 2.9	 96	 97599.1	 102716	 90429	 0.511518	 2	 749
107	 6	 7.54181	 2.95	 96	 98966.6	 102716	 90892.5	 0.511518	 2	 755
108	 6	 7.52513	 2.675	 96	 100238	 102831	 91395.4	 0.560366	 2	 761
109	 6	 7.52885	 3.075	 96	 100891	 102831	 99681	 0.560366	 2	 767
110	 7	 7.54108	 2.875	 96	 101000	 102831	 100122	 0.560366	 2	 774
111	 7	 7.53579	 3.1	 96	 101176	 102831	 100401	 0.560366	 2	 781
112	 8	 7.5527	 3.15	 96	 101295	 102958	 100571	 0.60433	 2	 789
113	 7	 7.54802	 3.425	 96	 101391	 102958	 100605	 0.60433	 2	 796
114	 6	 7.57695	 3.425	 96	 101518	 103425	 100790	 0.643897	 2	 802
115	 5	 7.59589	 3.55	 96	 101708	 103425	 100884	 0.643897	 2	 807
116	 6	 7.59628	 3.825	 96	 101769	 103425	 100934	 0.579507	 2	 813
117	 7	 7.60573	 3.6	 96	 101960	 103425	 101038	 0.579507	 2	 820
118	 9	 7.57722	 3.25	 96	 102070	 103425	 101202	 0.579507	 2	 829
119	 7	 7.58589	 3.45	 96	 102256	 104230	 101297	 0.621556	 2	 836
120	 8	 7.58547	 3.25	 96	 102374	 104230	 101390	 0.621556	 2	 844
121	 4	 7.59289	 3.525	 96	 102451	 104254	 101476	 0.659401	 2	 848
122	 7	 7.59661	 3.75	 96	 102493	 104254	 101567	 0.659401	 2	 855
123	 5	 7.57114	 3.8	 96	 102620	 104254	 101620	 0.659401	 2	 860
124	 4	 7.55337	 4.2	 96	 102714	 104254	 101667	 0.659401	 2	 864
125	 4	 7.55794	 4.225	 96	 102790	 104254	 101764	 0.659401	 2	 868
126	 8	 7.509	 3.85	 96	 103020	 104254	 102051	 0.659401	 2	 876
127	 3	 7.49307	 4.275	 96	 103042	 104254	 102323	 0.593461	 2	 879
128	 4	 7.48673	 4.9	 96	 103078	 104254	 102405	 0.593461	 2	 883
129	 5	 7.50374	 4.425	 96	 103156	 104254	 102653	 0.593461	 2	 888
130	 7	 7.49975	 4.15	 96	 103206	 104254	 102721	 0.593461	 2	 895
131	 5	 7.50563	 4.15	 96	 103243	 104254	 102805	 0.593461	 2	 900
132	 7	 7.49883	 3.975	 96	 103312	 104254	 102882	 0.593461	 2	 907
133	 6	 7.50362	 4.4	 96	 103351	 104254	 102903	 0.593461	 2	 913
134	 5	 7.52805	 4.35	 96	 103390	 104254	 102971	 0.593461	 2	 918
135	 6	 7.52828	 4.375	 96	 103420	 104254	 103040	 0.593461	 2	 924
136	 7	 7.53273	 3.875	 96	 103456	 104254	 103155	 0.593461	 2	 931
137	 6	 7.5257	 4.4	 96	 103464	 104254	 103164	 0.593461	 2	 937
138	 6	 7.51476	 3.8	 96	 103539	 104254	 103195	 0.593461	 2	 943
139	 4	 7.52136	 3.825	 96	 103567	 104254	 103219	 0.593461	 2	 947
140	 5	 7.55706	 3.9	 96	 103612	 104254	 103275	 0.593461	 2	 952
141	 4	 7.55242	 4.375	 96	 103641	 104254	 103288	 0.593461	 2	 956
142	 8	 7.536	 4.25	 96	 103712	 104496	 103364	 0.634115	 2	 964
143	 5	 7.54937	 4.2	 96	 103764	 104496	 103386	 0.634115	 2	 969
144	 8	 7.56917	 3.625	 96	 103858	 104539	 103445	 0.670703	 2	 977
145	 5	 7.58241	 3.825	 96	 103873	 104539	 103471	 0.603633	 2	 982
146	 5	 7.60815	 3.7	 96	 103900	 104539	 103516	 0.603633	 2	 987
147	 6	 7.62784	 3.725	 96	 103938	 104539	 103568	 0.603633	 2	 993
148	 6	 7.62557	 3.875	 96	 103991	 105111	 103635	 0.64327	 2	 999
149	 8	 7.61955	 4.2	 96	 104017	 105111	 103720	 0.64327	 2	 1007
150	 6	 7.62186	 4.425	 96	 104048	 105111	 103769	 0.64327	 2	 1013
